column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,netherlands,norway,new_zealand,sweden,us,column_u,oecd_19
1975:Q1,74.67872150448078,64.76442642762244,73.2909435105583,75.01742625845867,64.31859185498159,69.77481246570741,68.42369604083385,52.20460888137875,65.4263489782522,51.55338607946921,54.31690275245542,63.59990458501627,63.842943358154024,27.971655776252092,80.15015762238619,44.936411663323966,78.42589849644634,75.73072877694923,57.42967306580863,,60.42291241091963
1975:Q2,73.84584306560703,66.46377406565952,73.99405131192833,73.92071828003596,64.99841228480524,71.16548842207946,69.25972559116319,52.470574061319596,65.57008280469734,49.637260705474944,53.61532167184189,65.56635297238635,64.47058670205654,26.592351469350547,81.73943651049684,46.01364990123915,76.80838713429958,76.07647938726672,59.83091405522479,,61.56872681049409
1975:Q3,72.61442856457265,67.95943750744603,74.99511394002131,73.15464431870576,65.73199730935956,72.26033209580777,69.9169344480259,52.93488344803424,65.86455391837087,50.187432593500475,52.89787186372728,67.08835433968609,65.11284674073939,26.585888618041267,82.03762871873602,47.05454057681184,76.37276274171188,76.41662896109801,58.67852981271463,,61.437199628784285
1975:Q4,70.57869433866365,69.35982850554349,74.94364048397266,72.74065069011968,65.94586515425658,73.20928494518625,70.42918480187112,55.59065905708751,66.17189534353822,49.16098756192919,52.17734748528537,68.53335914338192,65.6604057434745,27.2679389389524,83.462433908728,48.16840648101764,75.55351864741637,76.74850769251945,58.98041962219189,,61.73478616832401
1976:Q1,70.24482687836624,70.90004407434785,75.37827294133989,72.67263080742036,65.88338701236127,74.09592234648298,70.49131961238852,52.01210161739912,66.38760205888167,49.68638423220558,51.411233465176515,68.84129726546772,66.20033771231599,28.665805765118385,83.82800993837952,49.18369909181382,74.02663809072192,77.11779661052738,59.57017150330413,,62.171729507871376
1976:Q2,70.22685222561898,71.63782475182886,77.16004559943455,72.64821449476182,66.1045797450846,74.7434855928781,70.81597589611762,52.36543629270505,66.81855979669807,48.89624504680191,51.09383041942947,68.61278320601994,66.26575805929504,29.771945922509094,83.99417538651645,50.14394602359094,72.5485179927154,77.43950961345543,59.79747058482824,,62.39058946091416
1976:Q3,73.10307774801277,71.95114851944777,74.86568002355389,72.66699693590654,66.30425820214002,75.25684158761241,70.96242316941441,51.89263380416107,67.05081830962803,50.55763651283512,51.070601506371325,68.522306214975,66.61145433977,30.109014760506955,84.85213475539894,50.89506579855941,72.16319245848474,77.63459140965934,60.04229795569079,,62.689182199338575
1976:Q4,72.15498169990286,71.88095591404684,77.08285424380196,72.76646903287103,66.82169430746885,75.65993875560243,70.97496137210433,51.80424897257391,67.19781317353795,48.99381985437887,51.21887080315752,68.61295794385714,66.65877876442082,30.98390988391891,84.02102858894159,51.58245586694907,71.88354589434923,77.78894722226632,60.20786858013146,,62.80384324613302
1977:Q1,71.80851540890937,70.78372765391771,75.75486494283629,72.98290602308121,67.33722445511998,75.79973721091272,70.12352459174176,51.275967179953156,67.66624247034402,47.549110917001975,51.880380451728534,69.2314609283833,66.33662159554211,30.38731650609414,85.28791830529104,52.08220594666042,70.17448782339066,77.79857023178073,59.989896323905384,,62.58962305150725
1977:Q2,71.36240213833334,70.51753276134995,76.75383504107988,73.29516124453818,68.08339874521279,75.98589443243918,70.23802561465766,51.0076628288475,67.87046162484309,47.038495537286934,52.357299566264885,70.03292961912432,66.53597025588279,31.018364250685167,84.21623356827436,52.64223992499525,68.59699631094259,77.73766619814779,60.39121553166493,,62.896315762764125
