column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,column_x,aggregate
1975:Q1,71.0412072252527,67.82069267561528,71.90019021394161,75.38515371375023,65.89934441777164,70.80125786210189,70.95438877568893,52.169733771367646,64.58288125088248,46.8662380237204,54.11941823901476,60.66281872254561,61.64750038041144,26.38315422128189,38.41718132382435,79.63718005975691,45.85080016718559,79.92918742684293,72.57893802574313,56.98063549142957,95.66993401595956,2.7803678550735675,,59.79272333756578
1975:Q2,70.04619589874497,69.74475548419905,72.73901503852909,74.28329752190194,66.51493927315633,72.25010829956172,70.3054208547056,52.45988676943366,64.63399186569491,45.70933441520545,53.36227052486213,62.53762755643801,62.44439780754689,26.835488561772646,37.966431926718236,81.2954397140086,46.969623265264474,78.3420624319925,73.08822508270029,59.34159067659597,96.07284047070608,7.064820372658417,,61.00334105999628
1975:Q3,69.38597372637321,71.3986268903963,73.51876088463261,73.50502484531162,67.28243923900126,73.41431379205456,70.27787060114888,52.97523747022959,65.03144049389762,45.566715703910134,52.62808041292831,64.0335236942545,63.12235310013546,27.796255862679224,38.40400185541915,81.59778310340322,48.02481140825673,77.92380288874095,73.48798067357504,58.14568828197372,99.36583437484177,7.7667037710157185,,60.86782983678277
1975:Q4,67.65442563096168,72.88207497491648,73.66380314502598,73.09259343877986,67.4501068799156,74.37560925616985,70.80114775259678,55.62197203940732,65.49496667741538,45.0155599564957,51.90554897596543,65.39945236160564,63.57195944815931,28.53987274456597,39.577357584078996,82.99999082127552,49.11271743731106,77.0635200781991,73.82559823932282,58.30183355115865,100.59312020830447,8.61717138320584,,61.154874506862775
1976:Q1,67.49447978406016,74.26306566069823,74.10155583758737,73.0241396887786,67.50420903494293,75.17354651539982,71.30107158225337,52.04483976407963,65.6755207367247,44.986638810569794,51.20551004809426,65.69882725330511,63.83402314944527,29.23389935046144,40.992542469782975,83.35612258539501,50.239476046590205,75.46924331366262,74.09038952022831,58.71060159287994,98.58942569705033,9.475613288868058,,61.42432026772507
1976:Q2,68.00639466377392,75.15295841625948,75.6627536576677,73.00300189537116,67.65175292202679,75.89251718334486,71.83975611872,52.39757975509545,66.07332889200796,45.163360900562935,50.84727913384566,65.43050453830278,63.797377887026045,30.01475891218441,42.27578589257931,83.55327673401848,51.17280777778643,73.97968501273787,74.35560388875902,58.753035249276905,96.04635059108901,10.068537970889125,,61.57515458239976
1976:Q3,69.92659355739089,75.58374344506692,73.47845887047337,73.01530155705865,67.81826095734087,76.47065893861638,72.00915472774577,51.954398630144496,66.31165735749045,45.52618799883901,50.805904243768495,65.40288943305417,64.1418160400778,30.35573225765833,43.02287803137097,84.42558466828119,51.94209607719762,73.63619646665542,74.58261624286415,58.90189463529325,95.89205761605442,10.401920548387004,,61.73326493483772
1976:Q4,69.53651157838621,75.4094046181402,75.57182771019995,73.11418635621052,68.48002731089532,76.8813212530229,72.06816293405679,51.83783537237853,66.40912887023754,44.53309686396444,50.9224842881675,65.43335057819397,64.3070184988019,31.510290120042907,43.05704071298892,83.5560321333667,52.60179521690232,73.33174293493308,74.79456622977949,58.99052997646199,96.51679700524677,10.455127660721661,,61.89661700341719
1977:Q1,69.23617393802672,74.28682635783154,74.43263373339974,73.33528331308136,68.974692956636,76.8937857906401,72.16454729238396,51.25529863457964,66.98838221394317,43.823018648719646,51.63058210173326,66.0469947645717,64.23053645291441,30.62103746011755,42.81619381762474,84.82856810627607,53.160197582857805,71.8128444228162,74.78098573218858,58.72498072984879,99.28003726480871,10.3046287216981,,61.8103844152265
1977:Q2,68.65381340385859,73.95513920710941,75.38464281837969,73.65347129423674,69.6161509072302,77.15000926296923,71.55614654990282,50.99055757156723,67.11755065279887,43.7262174530727,52.221322580643424,66.78972713052599,64.51214795542508,31.52499834053708,42.736329034407035,83.78922974252947,53.717226515467864,70.1277172624943,74.7549802978835,59.17646348646929,97.68858218501028,10.025078092713203,,62.11137820813719
