column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,column_x,aggregate
1975:Q1,7.59365845313411,15.1763870505491,16.6974553236824,48.8253097294194,53.6403217086751,15.7797149126874,3.81385746736723,13.951650654962968,11.0995456974729,5.958791351095592,3.44093512990736,8.194689776282,59.0418574231523,8.70451863109953,7.4901764546299,15.2041469946326,13.361027062526,7.42785026724439,14.5703739985437,17.2390825343891,3.23006144838014,0.00006890466962218869,,22.450842014283136
1975:Q2,7.74338301263475,16.0145717562797,16.9224811557018,48.1890924269034,54.2426461125408,16.2174766103307,3.84418317093595,14.077199817212353,11.5029085492125,6.116640128608058,3.66613413298107,8.06484315743731,59.2053629823414,9.22897364417868,8.19053685664291,15.3934490533544,13.4676580512856,7.41929662417056,15.0612750818027,17.6609918381463,3.28153653122285,0.00007218637195664829,,22.76595915318996
1975:Q3,8.04388710535569,16.5418084188803,17.597622957586,47.7185212776414,54.9118954058136,17.0153993667473,3.89990404095911,14.187055334180567,11.9163902075045,6.287642970913229,3.88749178845438,7.96922968457099,59.4015696533682,9.81813435997989,8.86942096742787,16.6796818520428,13.698151835993,7.53916707102377,15.587246712993,17.6673690445488,3.29440530193353,0.00007576482603495898,,22.9665439682693
1975:Q4,8.2959729850269,17.4213169038718,17.8218445215505,47.1287347004533,55.6480695884934,17.1316490512992,3.98100267554102,14.728486096381038,12.3921449078085,6.3534132948767565,4.10500809632729,7.90784935768304,59.6304774362328,10.4311368334299,9.52682832783906,18.2720492741645,14.1447075810743,7.70834504579632,16.1530667158976,17.9904211425665,3.3716179261976,0.00007966809056444148,,23.29881275716616
1976:Q1,8.57537711682693,18.9766209282759,18.0423116537133,46.4355024640165,56.4511686605802,17.6580111568772,4.08749647657738,14.95604395295805,12.8877853832469,6.484953942803812,4.31868305659979,7.88070217269597,59.8430346631785,11.0669583576426,10.1627590397853,19.3485828177686,14.1220303159659,7.86752841982543,16.7185057544973,18.1488348288493,3.43596177975099,0.00008392745657497184,,23.570181882283727
1976:Q2,8.83285336587407,19.6769739970449,18.591402427252,46.1000586063108,57.3211926220741,17.7192931286369,4.21937384280439,14.846188435989838,13.3396448025148,6.655956785108985,4.52851666927189,7.88778814591976,60.2354480052321,11.706033003068,10.7772131781109,20.7954092736596,14.7475731808554,8.0090338804728,17.3341735620516,18.9161013229952,3.51317440401505,0.00008857784489923898,,24.134188627254627
1976:Q3,9.07204348913891,20.591521370748,18.5861533503522,45.7803021206113,58.258141472975,18.1327406428664,4.37663477422204,15.214989100097407,13.8004332747889,6.800651497828745,4.73450893434358,7.92910727551464,60.7913669064747,12.4191351420976,11.370190727428,22.813390911703,15.1033468018308,8.11396187312709,17.991576291971,19.2108117825973,3.51317440401505,0.00009365825789673033,,24.52734948111348
1976:Q4,9.25653248499196,21.4819673699059,18.4714475171681,46.0097934792004,59.262015213283,18.9666592830196,4.55928507146224,15.395466020830899,14.3319817536705,6.919038080963093,4.93665985181487,8.00465955252973,61.3799869195552,13.1543572369178,11.9416916510827,24.7619476787707,15.70471403847,8.24647890413556,18.7023267558704,19.492270220248,3.50030563330438,0.00009921229327848731,,24.931857175587144
1977:Q1,9.47167358991096,22.4297675971956,18.3559996556104,45.9429246508962,60.3328137336453,19.0568389458753,4.75753326787924,15.353093178571733,14.9545939031212,6.958500275341209,5.06162369094053,8.11444497817536,62.0503597122302,13.7386634538364,12.5746937410472,27.3714808198541,16.0144435617855,8.42219520201573,19.4930512639767,20.0492060998673,3.51317440401505,0.0001069788621625965,,25.46629470842597
1977:Q2,9.66268339549007,23.4130867766106,18.5148595537263,46.2506953539815,61.4705372965083,20.0977749185395,4.99487192266455,15.67010481325143,15.4260957125333,7.063732793682853,5.2854302055091,8.25846355656111,62.737083060824,14.5602222797834,13.0700503413538,30.296185000974,16.2267225898275,8.59731751955216,20.2020510754103,20.9733284028443,3.56464948685776,0.00011301015108800597,,26.190622344047092
