column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,column_x,aggregate
1975:Q1,13.802555684874632,22.90040960780806,19.623834971138624,39.3261385830967,31.265517315392625,19.544550079917997,6.74773537073209,13.32105416924315,16.815636144265177,9.301602718840966,7.84600906716135,6.167549175970074,36.44902610753918,2.3398622412212884,11.87663417779634,31.44521099010457,11.370145929326313,10.675840499966801,13.701390241139109,18.320762748946198,3.3658032880766178,0.000007449779314982372,,19.285251870369134
1975:Q2,14.040945807476412,23.59133337814627,20.201071115446766,39.29085215001624,32.02858071916649,20.394912487265564,6.957560310349556,13.693128269117556,17.263784371678476,9.505276731410005,8.073579068611323,6.517432305380394,37.43963634655304,2.5482465882172423,12.029538357518286,32.706137215944565,11.870309876687347,11.031660233991802,14.164488684344372,19.31463934996211,3.5289889365037745,0.000007697655599803382,,20.020203870929596
1975:Q3,14.424858573140552,24.350529869882465,21.051272382856226,39.29453430602197,32.629120230513905,21.22006887045468,7.207775177377344,14.046998441597704,17.716557096141763,9.999148786848473,8.33158684775794,6.875550965513429,38.60109132445254,2.753820623766531,12.475581026325944,33.8763892875543,12.35562523780584,11.382897356225778,14.627322337335368,19.280217818362694,3.7339961045883063,0.000007963219207622292,,20.37431569202287
1975:Q4,14.858105139722095,25.177417581347623,21.516070564462815,39.337339060643004,33.0788900837902,22.019699566982133,7.497971300338438,14.41434386761269,18.192091416780187,10.249182115181476,8.619689127210933,7.242077187571169,39.8638017363783,2.956565438420619,13.169746273123973,34.96458533456765,12.835802937373773,11.729328400033136,15.089891331304607,19.65617312604379,3.861852018398457,0.000008247723285309259,,20.871465589447165
1976:Q1,15.18808564683633,26.550289265892978,22.069713692433062,39.41937118937484,33.37602145627597,22.7935059171233,7.827722838047334,14.778560270239993,18.725654435878024,10.724399749617348,8.937569531242932,7.61656886209821,41.22251313005679,3.1561630083049423,13.981268848229984,35.95977289567807,13.300844998502479,12.07272888452991,15.557333622200147,20.012258821730935,3.873415169165979,0.00000855253390345306,,21.38329995986492
1976:Q2,15.587914176746414,27.3178247778236,22.969439032596615,39.54068573306046,33.74706461477769,23.541210632368852,8.196587413116815,15.12937509147128,19.263498464031038,10.833701840280899,9.284937612858949,7.998729475295937,42.375276243997114,3.354143742290989,14.715193539793813,36.88321873465118,13.761195602487266,12.408933606899392,16.019525457222,20.19420659863236,3.9379397350104233,0.000008879140735321753,,21.790969081574097
1976:Q3,16.734185005771895,27.96003629904955,22.658173309623844,39.70128765327938,34.19181495390693,24.262558119781872,8.60410675679735,15.473435810696298,19.804270414873894,11.510451839639169,9.66152795093213,8.388458476795687,43.39414808916705,3.550353327058781,15.246575875658321,37.72813244727045,14.211365414511885,12.738885884187265,16.467856574012206,20.551819750755726,4.027101290777602,0.000009229168876900805,,22.266597070595104
1976:Q4,17.038265191160363,28.477589919305974,23.665553262775504,39.90113164628689,34.680745939379825,24.957314761500616,9.049807363694642,15.822288558219633,20.373160945811687,11.73939910526573,10.067099313109736,8.785653341215072,44.37768663855058,3.7449171765600964,15.50006283760047,38.495618707787855,14.649952690255814,13.065853542376503,16.923557701785285,20.907558418603244,4.166808009035157,0.000009604391936772091,,22.744173504934565
1977:Q1,17.28810930329216,28.52008977818702,23.879057268668753,40.15902478502106,35.21428867765277,25.56826535179719,9.590151963062569,16.043561963745198,20.901442910579576,11.875551050234114,10.565685487473344,9.211195565885179,45.18865875806027,3.838827983180663,15.619100669145677,39.00500765879803,15.076765450583611,13.284726948436195,17.337656598468417,21.186440316421187,4.395148026907906,0.000009991123207747063,,23.12631030090292
1977:Q2,17.602802646183164,28.933382108795584,24.68982269573852,40.429484087736604,35.735141372094674,26.232011391580503,10.087597668864959,16.427538469567345,21.545600841382445,12.168343081464782,11.002787036024486,9.614159537900415,45.984955603745306,4.069806354472214,15.77820973987931,39.6955283318136,15.491845581123226,13.638585684670188,17.79035665706741,21.71492706844161,4.474949063215022,0.000010428567044489039,,23.65665311525866
