column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,israel,column_y,aggregate
1975:Q1,39.1602447451626,44.5083415119976,59.4205050092929,93.8320341014838,108.593502127869,57.3674217263321,90.0082230540699,54.2337136118288,43.2055152325554,31.7077568967402,23.2806111076045,79.8136540073305,101.927630205728,97.6023254401141,23.9048172285517,37.0094016076557,56.857668605236,55.7896203008129,77.4031347385566,53.6664835731267,89.9554032178155,73.1529368222022,60.1778721373801,,66.49118719686182
1975:Q2,38.4991983361789,45.6633381890486,59.197293063746,91.8308156948483,108.464877216652,57.6108646313086,97.1059339807501,53.6632153580399,43.6464991912012,30.6606260155553,23.7649874691338,76.6294152752324,100.459495419995,97.1194174324195,25.5075270180447,38.4241780325169,55.94364646835,52.9973937445745,77.6993021613967,54.1349140024661,87.9528277175437,75.8345758333118,59.9891828521047,,66.50559949969013
1975:Q3,38.6125534716515,47.0090757280898,59.8923230378293,90.4049703936222,109.069236043116,59.0731062749582,95.5462414573565,53.5280916369305,44.2738331121097,30.027324041418,24.0840679282946,73.4938423668409,98.8180483486559,98.7409432187047,26.9419072169219,39.6812382274861,55.6632590770817,51.8370287825243,78.1535265345069,53.2310027231255,86.2846835427267,77.9682466440909,59.9156516377436,,65.86346518113194
1975:Q4,37.7565160308671,48.6624548227101,59.5442517959166,88.900372079999,109.296957285471,58.0780636131603,98.8600896726237,56.2048804433852,45.1175445459746,29.0610878246056,24.2460235437945,70.7137817696212,96.8863366903711,99.4208062191977,28.2437174602038,41.8196734291129,56.2776938054078,50.8738009978756,78.7765133240634,53.3792267169182,86.4151051310511,80.5085654570563,58.9069310650834,,65.73053426529803
1976:Q1,37.9525614755425,50.6071513786405,59.2045694920397,86.825136844237,109.903255272724,58.4363192335828,96.9814936330844,52.099779088976,45.7674424046937,28.8571116828323,24.2697265202764,67.3128334600212,94.7635763021648,102.064768261394,29.4033791755405,43.0789722624439,55.2222762570117,49.3169698777373,79.5796562128074,53.1951338116043,86.2137549780608,83.1933243306242,55.9115127799975,,65.29971208663633
1976:Q2,38.1266147412402,52.261205258596,59.8464885936073,85.8862362752214,110.604289397028,57.2854229317159,103.965852452023,51.493297705783,46.3463165593052,28.7108990000084,24.3260161213075,63.8924012331654,92.7402379575867,104.515047457584,30.5532073608367,47.2966454047589,56.5018328158367,48.0347437714728,80.4542648822921,54.9228262054841,84.5531336963538,85.3490597851562,54.5882125805873,,66.09861414893466
1976:Q3,38.3549888794803,53.7422176180522,58.8927688083168,84.9802363002112,111.238467593576,57.3415306678837,102.79238206413,50.6647544208672,46.8219699789126,28.3197817259552,24.4202513407196,61.2172451909749,91.792186978028,105.527741551588,31.6565414382351,50.4014124823077,56.67594624278,47.1106745722119,81.3884604807787,54.9969508126027,82.5884270952149,87.8437183436304,50.8831725228779,,65.92046773241852
1976:Q4,37.9014039211471,55.1969841171372,57.6336166585186,85.1822707394514,112.64516529355,58.641151383938,97.8104637699269,49.9845338373862,47.4289748809475,27.5026990142679,24.5146689845256,59.0340629447241,90.8618389385844,109.357102902598,32.7318388022209,51.8289649517717,57.6958727101067,46.4790675050356,82.384336761825,54.7829157382457,80.4107993665278,90.6510042479825,50.4298215335697,,65.63274371981194
1977:Q1,37.9404488496587,56.3156612838874,55.905156203892,84.5337190998148,113.757794518722,57.4943812761169,93.5718350156327,48.9736622477015,48.6199184742595,26.775695840915,24.265259887798,57.6143398960874,89.8922943193909,109.185570240318,34.0115936488396,57.2001150389561,57.6194282050282,45.6574523523638,84.3413020433353,55.5502197774764,78.3501651858975,94.5670687433074,48.5879911583231,,65.72074706116855
1977:Q2,37.7342620969864,57.9802214865871,55.3006868888616,85.094534815685,115.287217056163,59.2779549444362,84.7959313630154,48.0646095798796,48.7754228773043,26.1614906086341,24.6110206074063,56.8109842641401,89.526794219167,112.33702932334,34.9319422074915,64.1694736285208,57.2079367488423,44.4614989165599,84.8072524853326,57.086485077968,76.7404390418075,96.6811071984298,49.0135029701411,,66.24879330595253
1977:Q3,37.7437528096078,59.7259732952462,54.5940416656208,85.7044290687017,116.847338895954,60.4778144971691,93.8464966347933,46.6584789759051,49.1321737389575,26.1839514276377,25.1732910281446,56.0920405633412,89.4295564980677,114.909774989515,35.728205519721,65.5045118166214,57.2985107012081,43.2394813649261,85.0922619332576,57.538723202812,74.882941547009,98.4628904240419,46.8690045031969,,66.94428881871129
1977:Q4,37.4216122145633,61.4079141442151,56.1232562090091,85.6493558170415,118.750548085545,62.7233788582413,89.3842500558027,46.0219364190939,49.8480892587893,26.7055137717391,25.996929588885,55.8246739262076,89.9252250740823,119.819236882755,36.4176472895599,64.7821851685646,57.3555519806759,41.6612077379497,85.4164345673549,58.9616055571689,74.1166740288734,99.9426234410082,45.3720564425124,,67.84740087081524
1978:Q1,37.7488083382516,62.6262611255298,55.8314176393556,87.2128230743864,121.495791080206,63.8330616410978,93.5480045229976,46.0249367548818,50.2756656720979,26.8507333338166,26.9955843771823,55.8953507776479,89.6879281049188,115.667054724125,36.6748830443836,65.3181793128935,56.4264147292116,40.821033269956,84.7477534083774,59.7646792057052,73.8088773408131,100.567938668578,44.1349377006072,,68.42843893838295
1978:Q2,37.4389624191229,63.8119885160546,56.0454257334697,88.0050947598105,122.943386509653,64.636801150464,98.2107212294478,45.7675377508625,50.3901352257069,27.2971269296257,27.9467991502961,56.1012638138758,89.8474270863782,118.888915321636,37.2649357775284,69.0996933317602,54.7094010271331,39.9411685056372,85.3585750443555,60.8243739620784,72.606819992397,100.63570682132,47.2227416285983,,69.40837784740091
1978:Q3,37.5465235033008,64.8979369681747,56.1423433583769,88.9354131276429,124.548769117002,65.1331781566707,95.8322993367673,45.2239035307663,50.3346588223085,28.3971515003544,28.7579043536944,56.7114377787812,90.0732720970013,121.82606476084,37.8426351800917,64.5858568656525,55.750672824473,39.6055419838355,86.1166949716073,61.5643092688306,70.6426245571588,100.886356153378,47.3034996125699,,69.90959043564308
1978:Q4,36.9757961404733,65.8306659480529,55.2820281833924,89.673154540185,126.14027980417,64.6123120040461,90.1313622151022,44.8409923285186,50.8064172708114,29.5551776715396,29.4709379011613,56.0659328249002,91.3981039265572,132.254848063589,38.342801698618,62.9957677340766,55.7246539400844,38.9156487976592,86.8315605869181,62.107118517104,71.8485495424561,100.456320534651,50.4206767356519,,70.60546976065775
1979:Q1,37.115192876153,67.2607429066337,55.4193620033321,90.616975080829,126.792713593702,64.616729915293,86.0765573945598,44.7378699624592,50.8707221644457,30.6767171892855,30.8464259569938,53.7733212697471,92.7744069049527,137.152619901483,38.76676232421,60.7783729456596,55.5270312101533,38.4548629480612,89.1257034835682,63.692066163345,71.5667842446045,101.033476413499,53.4644360000962,,71.47374451790692
1979:Q2,36.9444719908946,67.8412060675259,56.1907090295473,91.1285360268929,126.274951979731,65.4814534178887,87.9091856395148,44.5978067798348,51.2057572100453,32.064259772333,31.1515228405167,53.4563622452694,94.0032421516416,138.370307609945,39.0604230104656,60.967297254254,55.0637379503597,37.4421936584859,88.408864253059,63.9471378665917,71.4473258907722,100.205179733314,59.5170060241763,,71.94370123374948
1979:Q3,38.7290307510798,67.9737648704261,57.450794152874,92.4122716297126,125.730864548352,65.1904024517682,83.5438706722899,44.6645433552939,51.3646510916288,31.9204415627719,31.2051198414135,54.4252476191079,95.450155541361,143.812555765223,39.2707909164579,59.3030135121369,54.7556668841209,36.1204023719098,87.057100383754,63.7426854350919,70.8124476784912,98.9076189264088,63.3184263777361,,72.12444629479354
1979:Q4,40.286601873249,67.4798284260851,58.7763594875686,93.7824836382605,125.591070637119,63.9025623355159,80.73684215873,44.9607277906066,52.4030211250429,32.8761672738087,31.0087540303656,55.053429743313,96.7083961481511,146.937409928562,39.4214857285008,56.0393490371703,54.767889751379,35.2667962714127,85.3196997413676,63.5148923789793,72.0259059484704,96.7284492648107,63.8236455776271,,72.34536978204085
1980:Q1,41.5766710569633,67.0707354700545,60.1294534588681,95.4263588927988,123.742465493846,61.2941148382615,79.5240861609301,45.497817249237,54.1011493716678,33.3115005141643,29.7014445093665,55.0212169830593,97.6422611957949,141.096080022208,39.8104036906205,53.9178289579772,54.9488841179467,34.4648302607535,83.0484810600172,62.7898025507326,71.164408492073,93.7183965963515,60.3900035857182,,71.87097252115517
1980:Q2,42.7018525009576,64.8628931770474,61.7214348404436,96.1048636991389,123.278024484585,57.4612660693608,78.5019637080171,46.0115366686027,54.5325462488893,33.1382510654474,29.4097296719771,57.1469539966932,98.621826145441,141.345410516666,39.8047543386242,52.7368527659282,55.5179944425021,33.9584438963267,81.1109454148249,62.15349296098,73.5649879609617,90.9902441765784,58.8476789278597,,71.81157042412792
