column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,israel,slovenia,column_z,aggregate_2005_fixed_weights,aggregate_dynamic_weights
1975:Q1,14.1261876418582,22.4284340065603,19.7271391603035,38.5148111198627,31.8897711999048,19.2968873082075,7.01476104662647,13.270694591866,17.1086090706328,9.11272128649292,7.735425043841,6.34990231693266,36.6149736369266,2.23512855049261,11.8760600510845,30.6475768854474,11.1422931591474,10.7702562909017,14.3966738864122,18.3914723658481,3.48248464571117,0.00000793549855395975,0.00272661017511144,0.000201743359701453,,19.194571602870916,19.86545573106061
1975:Q2,14.3585240668579,23.7102789605413,20.3895565127706,38.4800416586319,32.6680700878426,20.1364741740409,7.23288931221073,13.6427609910133,17.5919393656572,9.28892812587895,7.95978760490543,6.71013028280839,37.6100892074259,2.44415184898027,12.0293758384602,31.8765264586004,11.7027947113386,11.1292228499114,14.8832724831089,19.3852710124426,3.74054543335642,0.00000818836153992085,0.00300896530337049,0.000215812567490796,,19.935190834198732,20.590666673079316
1975:Q3,14.716356539294,24.8646602747103,21.2555555178684,38.4834779179251,33.2806000971875,20.9511744190166,7.49300584110225,14.0052714437212,18.2551324590685,9.75757058516998,8.21415894442755,7.0788372756242,38.7768318722623,2.65056703492534,12.4755809449882,33.0170967786148,12.247646975518,11.4835662690877,15.3695928526843,19.3490077829227,3.78192908916782,0.00000846181707653269,0.00325667002727498,0.000230142107841923,,20.30019882623072,20.999232304061376
1975:Q4,15.2071738496089,25.892239724432,21.6573167569087,38.525271003257,33.7393501498065,21.7406724313002,7.79468578961639,14.3669530943429,18.9216068549122,10.0615749016877,8.49820062327238,7.45620041295094,40.0452959685739,2.8543497661615,13.1697461913591,34.0776874295133,12.7864543080868,11.8330611054841,15.8556351329885,19.7316671948628,3.99942453097684,0.00000875737962055441,0.0034544153925708,0.000244657572430364,,20.813920754932138,21.5272423558452
1976:Q1,15.5182046827046,26.7935441397829,22.1729288732733,38.6055237503436,34.0424141096732,22.5046733356952,8.13748646490941,14.7235208071865,19.176799028723,10.5773615169462,8.81160072480771,7.84176451368261,41.4101902827601,3.05518626601077,13.981268770543,35.0476238242044,13.3092852822207,12.1794985806844,16.3467980080181,20.0943698327493,3.96563840608084,0.00000907671576282946,0.00359767927782855,0.000259329443976104,,21.304627789493775,21.995503391592813
1976:Q2,15.9199110781741,27.5681118445567,23.0819413259642,38.7242902340488,34.4208655937971,23.2429033574102,8.52094798355476,15.0749890329394,19.6379094542107,10.6893083594394,9.15407289568626,8.23522429713103,42.5682031658982,3.2545536323746,14.7151934706126,35.9476333350279,13.826571166563,12.5186766553421,16.8324439902626,20.2872351647833,3.98872060300568,0.00000942165965631421,0.00372377209723458,0.000273605325767914,,21.710680799752424,22.41926749061993
1976:Q3,17.0806890660437,28.2162073349192,22.6284514543505,38.8815754302829,34.8744959115954,23.9551101423068,8.94459394190046,15.4262110044713,20.3186090685901,11.3362218402169,9.52535545570677,8.6364762400002,43.5917179876414,3.45230409261858,15.2465758194373,36.7710978496049,14.3275722306649,12.85154698908,17.3035258854545,20.6574841143836,3.96757802978946,0.00000979423026791399,0.00387965839985884,0.000287766372850109,,22.189334900307422,22.911046952145604
1976:Q4,17.4092171882296,28.7385028033478,23.5647381878429,39.0773350333459,35.3731889958003,24.6410630328596,9.4079320966956,15.7676258346337,20.8776105512662,11.6003850980475,9.9252105725182,9.04541478558605,44.5797296029286,3.64855996941524,15.5000627978796,37.5190940665875,14.8235075678703,13.1814063081233,17.7823517863854,21.0227062420383,4.15037295194731,0.0000101966506782163,0.00411139897541704,0.000301716852818554,,22.668714890216258,23.40360288511136
1977:Q1,17.6749842542425,28.7813920477345,23.8375133097977,39.330175327207,35.9173845604302,25.2442718375458,9.96965955622842,15.9873548841897,21.2538530315893,11.7977424582326,10.4167695226381,9.4835388250203,45.3943959967949,3.75049996887618,15.6191006464404,38.0154998440558,15.314554113777,13.4022154030637,18.2174643309774,21.3566309356509,4.70698310968844,0.0000106369133854724,0.0044551620389846,0.0003121956517817,,23.07412263945358,23.855901862008267
1977:Q2,17.9751639275535,29.1984709801671,24.6667052939259,39.5951023301105,36.4486367091489,25.8996070833609,10.4867904998942,16.3696252472545,21.8664030361,12.0858327175657,10.847710429846,9.89841705080072,46.1943241838176,3.98097706202948,15.7782097326821,38.6884873017617,15.7872322513923,13.7592036214646,18.6931368720339,21.8231348297279,4.56689648239345,0.000011104558806726,0.00490557715201878,0.000326199902612151,,23.572081148124106,24.361477166199148
