column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,israel,column_y,aggregate
1975:Q1,7.59807437831513,15.1791756670189,16.1679458519806,48.8246984279116,52.0209270570072,15.761855187624,8.71404752921772,13.4948257202433,11.0998495905954,5.91875853439131,3.42393278244204,8.19468978361899,60.1432378414388,8.70358034382464,7.49016603418648,14.933718099017,13.3965312920104,7.41799605838799,14.571662180734,17.2504316090092,3.49479689602034,0.0000688405797101449,0.00341768170469542,,22.501627693426716
1975:Q2,7.74200999054899,15.9339682704799,16.3897939039133,48.1883279166991,52.6728756226944,16.2519957441359,9.75312505099109,13.6482374143436,11.5028797335718,6.03283765537716,3.64801904332925,8.06484315025308,60.3097934710191,9.22882678230908,8.19049274532811,15.7994408873658,13.5165323313513,7.42985593265733,15.0615728665562,17.6165207213024,3.56098623117224,0.0000722222222222222,0.00343807084475123,,22.84280720329118
1975:Q3,8.04252561892514,16.6486641051035,17.096845810914,47.7259089187123,53.3417781017597,16.9459921703895,9.96025611489131,13.8375779866874,11.9155624699507,6.14748287903943,3.86828291950799,7.96922967102589,60.5096602265154,9.81761075320786,8.86940902086339,16.8383082333844,13.7359715665492,7.53940400379822,15.5874741643463,17.649717091417,3.57422409820262,0.0000757246376811594,0.00356810556022648,,23.054282754252718
1975:Q4,8.2941201881809,17.5675099059246,17.3385721228964,47.1358533002267,54.0589063984654,17.1958097688476,10.7002331580713,14.1961594553076,12.3922262842719,6.25212007312479,4.08472443610699,7.90784934593743,60.7428381079279,10.4292892837502,9.52683399889694,18.0070339976553,14.0135662475484,7.70542392599287,16.15464283756,17.9811198719604,3.6536513003849,0.0000797101449275362,0.00387375313896278,,23.406184945337934
1976:Q1,8.58036560166001,18.7394676809745,17.5788015528603,46.4330691726611,54.8361281976062,17.600628625178,10.7700763694007,14.4166404664742,12.8881799976798,6.45562334014644,4.29734358596693,7.88070217840586,60.9593604263822,11.0657659940152,10.1627612727484,19.0026152042564,14.2620481781004,7.85672943632706,16.719577183442,18.139365978056,3.7198406355368,0.0000839371980676328,0.0039834570477048,,23.67407455537935
1976:Q2,8.83128344019972,19.6655039675226,18.1122158316917,46.1011680049048,55.6777490203557,17.7381504960971,12.0551708640792,14.4860778243695,13.339589794263,6.5788075862584,4.50614036908782,7.88778815475853,61.3590939373749,11.7058465351644,10.7772139519274,21.3400667327982,14.7221335984875,8.02090408899928,17.3346991605612,18.8672279351448,3.81250570474946,0.0000885265700483092,0.00436888332917081,,24.27542062975645
1976:Q3,9.07051098513287,20.5770909828755,18.1047066577063,45.7737400279649,56.5852583125128,18.1662454374557,12.4974647655361,14.7115115366514,13.7994740300447,6.66262914022779,4.71111478546966,7.9291072763089,61.9253830779478,12.4184728742613,11.3701900199407,23.0282261700784,15.1587536004928,8.11405121755413,17.9918530870353,19.1767087382319,3.81250570474946,0.0000935990338164251,0.00452506813425518,,24.67208260516837
1976:Q4,9.25446361425496,21.4972581366072,17.9927387193802,46.0178668076357,57.5592591530348,18.8816427076051,12.5131281550512,14.8721659771469,14.3320582992391,6.80728052783714,4.91226683511233,8.00465955147577,62.5249833444368,13.1520274322413,11.9416936737986,24.4133826314365,15.6249664483477,8.24335129581052,18.7029168266643,19.4066814198377,3.79926783771908,0.0000991545893719807,0.0047483538515622,,25.036680791900487
1977:Q1,9.47718615557578,22.4499918175617,17.8801154624669,45.9411622482169,58.6003680158098,19.1452028566018,12.8047967005684,14.937848253164,14.9550909254279,6.94122225105685,5.03661320309241,8.11444497804768,63.207861425716,13.7371832054082,12.5746717011735,26.8806925782306,16.0206101004451,8.4104078757548,19.4956733414783,20.0355567255974,3.81250570474946,0.000107004830917874,0.00488088071250878,,25.606030318535087
1977:Q2,9.66096130959266,23.4240366091555,18.0563630888659,46.2537963948851,59.7099349741694,20.0389043714267,12.2035309038246,15.0903964030659,15.4260108497793,6.99492130847153,5.25931384522649,8.25846355645172,63.9073950699531,14.559990331637,13.070058696654,31.0794481017224,16.3073901566168,8.6103306807503,20.2026126094873,20.9478969352425,3.86545717287098,0.000113043478260869,0.0051863659227747,,26.309068302824038
1977:Q3,9.87502379855325,24.4049948749822,18.2426084791593,46.5951476828198,60.8912600975402,20.9462820040637,14.1690682361365,15.0852187487806,15.8761216316564,7.12564364383365,5.50738544659118,8.43671528703214,64.6402398401064,15.5343572035208,13.5107394440096,31.7720263324014,16.6148560035901,8.66840722267501,20.8930769719642,21.423979346922,3.86545717287098,0.000118840579710145,0.00548163286279789,,26.885909351233554
1977:Q4,10.0288496934117,25.4931894029548,19.1286678166912,46.6359610975919,62.1524282750314,22.0542733637256,14.1262089382987,15.1528332173036,16.3802759539344,7.38806214785514,5.78082800718631,8.6492001679849,65.4063957361757,16.5962481671514,13.8967408310859,31.9018847506538,16.8718445216237,8.64902803133893,21.5803526146123,22.2837758104258,3.89193290693174,0.0001243961352657,0.00607938504850576,,27.585325441102373
1978:Q1,10.2247515191935,26.1334884432641,19.4023210330469,47.0142619143568,63.5133870709685,22.8571067458658,15.4306373615665,15.4185304104844,16.766388540046,7.65068689225661,6.06160473396207,8.89591819882656,66.155896069287,17.5445969654801,14.0844708127302,32.2914600054107,16.992099599668,8.64515458439043,22.20588431905,22.9563266321392,3.93164650802288,0.000128019323671497,0.00654948575989589,,28.234119283553344
