column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,israel,column_y,aggregate
1975:Q1,39.1458460104208,43.1891108394673,58.9998519249815,93.7145383083718,108.427803394839,57.3311958944443,90.1872531646874,53.9094092368956,43.0601238137875,32.1061745406031,23.7614145932381,79.9806331573716,102.535011463057,96.4751809534769,23.9084195374815,37.017985707092,56.9110579156745,55.5301911618589,76.5887881490041,53.7942918183509,87.5455302553725,73.5650727307183,60.1955079730555,,66.52944264285678
1975:Q2,38.4920614660197,44.3027775188648,58.6845221579857,91.7024281491352,108.296530654926,57.555252401711,97.30144909828,53.3470458762635,43.5042756493839,31.0476232998454,24.2557947321242,76.7897316518156,101.058819556972,95.7879796158493,25.5025990199954,38.4330902805042,56.0051505484575,53.247020530701,76.9029285801278,54.1241049681916,85.8496310447989,76.2618198123738,60.0032062653677,,66.48086475759199
1975:Q3,38.5940191020275,45.3667259452185,59.5784353024619,90.289420027742,108.89766403539,59.0187640025041,95.724733020749,53.1941252369518,44.1435018014976,30.4076323525379,24.5814648288587,73.647598215419,99.4030981342464,97.7390951107276,26.9372496869077,39.6904420427305,55.7159822371802,51.5583998343832,77.3344285020158,53.2996413589511,84.2042530480479,78.407511498818,59.927625219908,,65.88216003729325
1975:Q4,37.7242595980966,46.9758798481552,59.1097654023678,88.7879061638724,109.124475920233,58.0700407226159,99.0154886811748,55.8426070596433,44.988857903947,29.4185219119014,24.746765237332,70.8617212592361,97.4562163478505,99.1670945263413,28.239368838562,41.8293732410396,56.3925726279329,50.313864543953,77.9477751625667,53.3997951655907,84.231390790828,80.9621421992807,58.9238780257295,,65.74403337532856
1976:Q1,37.9374083137525,49.2420425790109,58.7989181973556,86.7091026082933,109.730186850752,58.3994187857857,97.0263086885637,51.7903722946344,45.629424349263,29.2141610058762,24.7709577402125,67.4536582213731,95.3128272052347,100.66560245595,29.3996510250383,43.099674815641,55.2696440974529,49.0326285220385,78.7627491821995,53.4029595275333,83.9553038320168,83.6620267203697,55.9237557862396,,65.34760873752373
1976:Q2,38.1158829005481,50.715362845072,59.6193682892149,85.7750000419344,110.430707728071,57.2301253265054,103.986874161202,51.1767019837316,46.2120322707684,29.0603567720138,24.8284098638362,64.026070194038,93.2810894611272,103.733110931763,30.5486211800423,47.3076155661105,56.5677560736648,48.0177971208772,79.6178141154861,54.9790951706781,82.5346030628061,85.8299073604359,54.6026783054618,,66.11145941434894
1976:Q3,38.3359241281638,52.0640304697317,58.6319100987296,84.8479448997835,111.064332703722,57.2887831062215,102.800258428304,50.3498526235525,46.6946339334768,28.6573784178944,24.924591278808,61.3453174277311,92.3424950766103,104.577211874139,31.6598858678837,50.4131027749817,56.7333303536,46.6685955789096,80.5653030813615,55.1377264829104,80.616799753985,88.3386205613632,50.8989029684413,,65.95845804120256
1976:Q4,37.8680066015836,53.4179707833319,57.4445915253574,85.0797345864137,112.468938670098,58.6330508992336,97.8172817250811,49.6739528808672,47.29787818396,27.8327763977183,25.020958885698,59.157567755472,91.3976263877764,108.67350416197,32.732594418492,51.8530536250252,57.8011929017701,45.6789387120465,81.5628910094058,54.9882498593317,78.2186196254977,91.1617224175679,50.442406722459,,65.70175328854667
1977:Q1,37.9249255500087,54.5350128453759,55.5996986417204,84.4261173263511,113.579462058122,57.4580754700052,93.6098939341352,48.6743276161512,48.4815538362323,27.0910757704886,24.7663988604799,57.7348745131448,90.421300003326,107.815879469867,34.0086503852459,57.2133822482039,57.6768514304707,44.3652682332119,83.4933747405354,55.6916340221071,76.4797175537532,95.0998496060491,48.6010759109487,,65.73660953668171
1977:Q2,37.7272346785417,56.1243969831951,55.0226645297629,84.9723078730017,115.105506009335,59.220734117734,84.8368046484134,47.7672415918796,48.633901525387,26.4621224053119,25.1193004132219,56.92983818957,90.0562051936806,111.662741138157,34.9245908064334,64.184390688788,57.2621551083761,44.2588463666238,83.9419210977002,57.227443957357,74.8520812185787,97.2257983302213,49.0232564998732,,66.29030739420215
