column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,israel,slovenia,column_z,aggregate_2005_fixed_weights,aggregate_dynamic_weights
1975:Q1,7.59712268344618,15.1791017369801,16.2145053059158,48.8248004664083,52.0219893621375,15.7688102162287,8.7145379263699,13.4951161674372,11.098080307063,5.91875340437971,3.42393278245568,8.19468991265387,60.1432378414389,8.71413423707933,7.49017642729703,14.933718099017,13.3722474883629,7.39553859653813,14.5742003938168,17.2593506214539,3.1432611796621,0.00000541710918830039,0.00341768774639225,0.00012342283011666,,22.388914303111807,23.545238485396474
1975:Q2,7.74446553359088,15.9339878449263,16.4369922220983,48.187643414829,52.6715029658065,16.1881350799903,9.75367392391539,13.6493823429595,11.5007293171993,6.03287225575202,3.64801904334378,8.06484321807493,60.3097934710192,9.24279465344108,8.19053699333461,15.7994408873658,13.4829939963207,7.41865329356465,15.0638258975525,17.5612808222265,3.20279264139812,0.00000568294096033291,0.00343806689933882,0.000129245560430045,,22.701794729548006,23.853934666262827
1975:Q3,8.0431256051048,16.6481791797855,17.1460802614153,47.7281309326049,53.3391832797967,17.0015402698594,9.96081664445204,13.8394425853086,11.9131747279305,6.14750162847759,3.86828291952133,7.96922969665232,60.5096602265155,9.83099762827291,8.86942095930512,16.8383082333844,13.7132973197845,7.52299220835746,15.5898277733345,17.6263615526237,3.21469893374533,0.00000597131203236991,0.00356809284462089,0.000135343491481492,,22.925797869467228,24.0872103512733
1975:Q4,8.29191845218276,17.5669976100038,17.388502677558,47.1381896240661,54.0557618501117,17.1342164903144,10.7008353310398,14.195896700424,12.3900480107929,6.25209828059542,4.08472443612298,7.90784934838603,60.7428381079279,10.4410529970027,9.52682831481857,18.0070339976553,14.1627610453896,7.68356968542658,16.1582625786756,17.9581516713889,3.28613668782856,0.00000628676796956101,0.00387378168777113,0.000141728383994183,,23.27636278124356,24.43494148092666
1976:Q1,8.57928947837451,18.7399116350011,17.6294239052178,46.4318745444407,54.8327741278243,17.6451382424748,10.7706824729092,14.4163315120522,12.8861105167529,6.45561705897826,4.29734358598469,7.88070218509951,60.9593604263823,11.0788964288157,10.162759061756,19.0026152042564,14.134368144994,7.8329437921602,16.7211924622327,18.1391951626936,3.34566814956458,0.00000663165487004793,0.00398342684595241,0.000148413174755306,,23.550812034849432,24.677316726521465
1976:Q2,8.83408677065759,19.6655458401811,18.1643742731942,46.1020385215912,55.6743338265209,17.6920408007161,12.0558492883638,14.4878223689994,13.3371007320919,6.57884584068032,4.50614036910829,7.887788159499,61.3590939373749,11.7239019175508,10.7772132001365,21.3400667327982,14.7641704335641,8.00881033863588,17.3378029752785,18.8487786146828,3.42901219599502,0.00000700806746431437,0.00436891145822804,0.000155409624480486,,24.142589025971994,25.25527271986141
1976:Q3,9.07118472970863,20.5769687752145,18.1568434683304,45.7712759044388,56.5818242073617,18.1138771278435,12.4981680806271,14.7120063121453,13.7967143110004,6.66265065672112,4.71111478549767,7.92910728229158,61.9253830779479,12.4358894936045,11.3701907299568,23.0282261700784,15.1200914593866,8.09638853703752,17.9945779890752,19.1698541736617,3.42901219599502,0.00000742188147136707,0.0045250564389867,0.000162742430672534,,24.541223237659295,25.66079021416329
1976:Q4,9.2520085886149,21.4970064524551,18.0445531127401,46.0215306003353,57.5557925514196,18.9715869535488,12.5138323516248,14.8723331463581,14.3295486495288,6.80725460933098,4.91226683506108,8.00465955794269,62.5249833444369,13.1648558400544,11.9416916512234,24.4133826314365,15.7242607164507,8.219971345867,18.7032021725376,19.4205344170829,3.41710590364781,0.0000078997104420013,0.00474836746546631,0.000170509207271136,,24.913940189385002,26.050235134616358
1977:Q1,9.47599491824985,22.4496984594728,17.9316055309002,45.9400031606341,58.5968323316227,19.0425578939838,12.8055173112622,14.9389492771897,14.9526654329804,6.94121630041879,5.03661320318855,8.11444498533155,63.2078614257161,13.7556951547138,12.5746937697092,26.8806925782306,16.0292214717143,8.38494601300829,19.5019163530564,20.0229242002051,3.42901219599502,0.00000849462437302131,0.00488086718959017,0.000178896949654727,,25.468148323608517,26.667333051285116
1977:Q2,9.66403306598335,23.4237493039202,18.1083606929616,46.2553668782006,59.7063031019224,20.0668578210316,12.2042176773109,15.0902019048731,15.4231370781343,6.99496291347134,5.25931384523741,8.25846356447587,63.9073950699532,14.5818864847775,13.0700503515407,31.0794481017224,16.2445833210665,8.59734820357172,20.206238961336,20.9341264352278,3.47663736538384,0.00000901681973530006,0.00518638050609409,0.000187252938106131,,26.16757318267548,27.358453549437233
