column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,netherlands,norway,new_zealand,sweden,us,column_u,oecd_19
1975:Q1,7.638615773478836,15.223108299776698,17.43568000472697,49.40964460476201,50.96418547547334,15.767662243487354,3.559472685151651,13.907757517577581,11.000987859226306,6.00919212793872,3.3518031218807915,7.83880789619022,59.06463532787068,8.716874820772137,17.88945054867192,13.353253140203423,7.4252575421243545,14.567345501086452,17.380663885476277,,22.792380801270376
1975:Q2,7.810811466024307,16.015134123095226,17.756925192755787,48.01357768414108,51.55324256951236,16.276483207928,3.641856063722106,14.014400972536375,11.430946743598215,6.157464966760907,3.506335194137724,7.75005221202642,59.22327831437369,9.24688066304809,17.298708950194285,13.522854139219245,7.4054884542963775,15.070810814319696,17.53006179712481,,22.9862924488773
1975:Q3,7.984728743889623,16.525737236703108,18.488729754925583,47.63290231879235,52.19912500070524,17.02233983119298,3.7418190921087264,14.273624944233658,11.866045593727394,6.2916913716334,3.708348746109936,7.679707828903221,59.3888246926499,9.805792829820039,17.92297592405632,13.714231914517322,7.539424532155392,15.605673463514217,17.705024642115976,,23.24485576848508
1975:Q4,8.260636616474272,17.381405145551554,19.20152482986568,47.49889510977263,52.92286617203767,17.073521006757147,3.8573431410348054,14.771045112143005,12.316728522860727,6.352511850387619,3.9815506126561533,7.6619119681212515,59.60313015146769,10.389273867688471,18.88751135315958,14.077486316200217,7.722375636687741,16.167287588713915,18.066779571676555,,23.605674833816874
1976:Q1,8.534682579096108,19.061148380594265,19.875522560470838,46.4611578013638,53.63540691870784,17.651823907933043,3.9871896945818786,14.903020294663168,12.776260391828421,6.555988031844037,4.215857020154263,7.67871753273729,59.867336741558134,11.07819771318497,19.427423670262495,14.112730726211849,7.865005953093421,16.711147980110198,18.307334362874332,,23.92833677657107
1976:Q2,8.817309122767298,19.642833598529712,20.613530261871375,46.38427877420478,54.47822963186983,17.783246856465507,4.14039712800516,14.779815246788296,13.256901790103237,6.714675709919901,4.323752544656882,7.726815452367879,60.25367151307395,11.726942767244346,20.76644587836697,14.808371729222515,7.995946477936543,17.347567948385347,18.790518809758954,,24.390169881197775
1976:Q3,9.112785409358397,20.559655034070897,20.813759142021443,44.883810674813404,55.37995170389547,18.13312441842234,4.312995035469686,15.30433915002609,13.74139339140682,6.817649785577809,4.511557425359796,7.789754235154623,60.7780984888502,12.406355372774472,22.79775143292761,15.117590020420193,8.111787583704626,18.013692431863795,19.248720993808472,,24.85070516190975
1976:Q4,9.315767551293138,21.497786783755217,20.64908969802411,46.8211323524894,56.359839901196736,18.906732981091885,4.502152285840441,15.45444647465857,14.239300814102057,6.916877119222983,4.795944661356921,7.90847773783898,61.3513014895217,13.108130149964744,24.77906505823118,15.631733043874512,8.260898902578772,18.704599440022214,19.5696669752589,,25.28907583088283
1977:Q1,9.523509202174692,22.465999022071433,20.403587976541587,45.81434138981469,57.3250429712764,19.057512584572567,4.6688936509540735,15.287423421539064,14.831786533464241,7.0507199402596985,4.950493948645607,8.061276977198517,62.07631219337235,13.74393306373516,27.455202469129294,16.01666819306316,8.422222737138577,19.49973373267393,20.137048289517598,,25.831447872152552
1977:Q2,9.735329542580372,23.403086302652635,20.378794652754856,46.40981862395475,58.420088985503945,20.156535957704143,4.906398319150272,15.602081798419759,15.329654579564432,7.139942350081296,5.0334167564918815,8.244041878804774,62.7566628854062,14.581595632605678,30.26542631499382,16.276395898502535,8.584985712760789,20.21807182974801,20.850535185613044,,26.47163233859101
1977:Q3,9.968814171138543,24.246735117452765,20.324256974465573,46.893080025721474,59.579046407089876,20.928346115795133,5.173524340699849,15.611907990178786,15.81031125718392,7.2870260571830645,5.269228347444848,8.445814296280279,63.44119458883479,15.524100041520395,31.42600466647477,16.611680721175343,8.660387994566229,20.91704077607906,21.45863302831056,,27.047478058628663
1977:Q4,10.142548701699209,25.94263345183558,22.239129658710155,46.600078873081614,60.81437863215036,22.009382744801638,5.470776853481938,15.63130642126776,16.26618496985259,7.50908023876722,5.654736898122189,8.698345230955411,64.17950568315678,16.559062817827833,32.389140659294355,16.888308452890968,8.667543785261149,21.588840515462106,22.351512236814195,,27.83421844390312
1978:Q1,10.330287732015769,25.97152518799255,22.674428874590504,46.822289499690015,62.19127280408369,22.851880366111118,5.843129057588461,15.8635032395008,16.63826546615779,7.775458324943021,5.964862098093558,8.98493168149984,64.97118167559923,17.530940659978565,32.9449282162036,17.000713420725212,8.66263539238757,22.201153883889155,23.049612055098677,,28.482819086348474
1978:Q2,10.4930883900102,26.77229041321483,23.178445110020427,47.84277970784926,63.47739523806679,23.63368657542023,6.172348704377194,16.196332149424485,17.103790415412067,8.120581902027366,6.671772720669936,9.300330066989803,65.8812971964583,18.860194422261266,33.79096834900627,16.96195416075397,8.690262985807905,22.855757559359134,23.773822881806126,,29.196714203274915
1978:Q3,10.702738716954673,27.722061584376437,23.707007912340387,48.79535053860979,64.76386807820441,24.306200717959946,6.492903512220541,16.069514273100772,17.618284441785992,8.605295373447376,7.115335272572782,9.649362977348089,66.87238633438525,20.36710497782467,32.23643934717339,17.38314717229913,8.79205615592692,23.4848784408875,24.574041766364385,,29.928803254676943
1978:Q4,10.92181564593754,28.22159440682192,23.970644938740143,50.432470236623736,66.05733357320183,24.51563756837309,6.81356123612942,16.339892917696613,18.14234406347967,9.223899104636764,7.04908740072075,10.031952757910684,68.07197994767809,22.044781684121524,32.63070243073325,17.489250252022238,8.928340488559138,24.08662793216017,25.34719383654081,,30.715329921375528
1979:Q1,11.137592721963022,28.92775453406779,24.452486892413692,51.08340483878079,67.6052526672324,25.18973365970616,7.202884807575063,16.511117901462416,18.570343685646957,9.836466028193353,7.441473266217673,9.806697234284961,69.41850568319146,24.398126067261064,31.840058852176686,17.615325990621233,9.074527168737308,24.849916183224362,26.47023781468731,,31.658167700705164
1979:Q2,11.321144482867686,29.658793295892526,25.357883749294068,51.405634150914295,68.75795699788533,26.183586750574783,7.487726931611386,16.670299588138892,19.21284657213537,10.545623131254782,8.706840046907889,10.316573943689965,71.11447331457528,26.265452827993556,31.208420478393663,17.77596162843206,9.157844819879646,25.35607047182521,27.136290842517813,,32.481417502168895
1979:Q3,11.538904224260213,30.00112153530782,26.56523401199029,52.925507258324814,69.78775255073366,26.745838290363093,7.7084359555914075,17.174740850630446,19.998560663939706,11.225845796663153,8.50237728740098,10.940914435846489,73.14889845115503,28.116865390844385,31.09909681953943,17.95021029476728,9.281082453330008,25.75073346474347,27.769772262756042,,33.35164930894569
1979:Q4,12.409080996338133,30.4397370501906,28.197839191913115,54.61446042725872,70.69169249264515,26.649666500707635,7.886023289375021,17.6965312205543,20.849303753129966,12.027748955073342,8.819958456196034,11.629878944851217,75.39857016364354,29.96766071010259,30.60567149088259,18.24841000999523,9.433139196587899,26.037025435667392,28.513150278191198,,34.32103234706995
1980:Q1,13.230955206859432,31.066377019440143,29.511288348604705,56.84501775600594,70.63920496252119,26.193362746398613,7.856480795904943,18.319113795096197,22.31933413506024,12.662592739143133,9.052395549654344,12.425415918351286,78.03496560122899,31.664277896164144,29.959027659750564,18.79212399283855,9.622960822416044,26.143371059995918,28.932651836175214,,35.1351894999336
1980:Q2,14.002085109440154,30.278970123340045,30.811168272619287,56.9731504282431,71.58962074664701,25.22439457959548,8.009882675696236,19.033784381511946,23.178033273311662,13.085649798182075,8.969101675450407,13.313811840518426,80.54883256429154,33.54405867834757,29.095292500639417,19.500539425497045,9.88414877265242,26.28724260997562,29.241474663467937,,35.89913867267025
1980:Q3,14.686273865966733,29.680912727304374,32.21459581540619,58.433563769919076,72.74123709407081,25.914972502584583,8.149625509218302,19.87223990975326,24.006794994290953,13.443636262317028,9.336647791637231,14.336222996675689,83.13858214921012,35.383015875511774,27.549374983741473,20.009442209324412,10.235199050314588,26.347760580046614,30.089503559217352,,36.92188979927286
1980:Q4,15.208793092939034,28.97719098719106,35.14045125055442,58.41783138044813,74.08832152486721,25.904540137405853,8.299211838737616,20.256309949229944,24.71727543972711,13.57521593957031,10.21225359529846,15.38865775249636,85.55548320543988,37.23869437757704,27.82575808222801,20.672843365802944,10.602858623164527,26.339282904931462,30.375974042500047,,37.75988199555592
1981:Q1,15.417460832305188,28.549228481262197,38.699095096017345,60.77723293430363,76.56532612426233,25.66035496164673,8.475719569718231,21.000777147829965,25.36735250591045,13.76691608947593,10.773959232055685,18.576862028455295,87.85871698471843,39.974448468054845,27.66093149859753,21.070309223937148,11.029990909478704,26.037692890778686,30.50284746863826,,38.784537031868346
1981:Q2,16.585905294872287,28.561745031762513,41.68740426949765,63.78106758679693,77.88867181718963,24.469280636501775,8.641647579590831,21.709152257714265,25.922879447614108,14.035951044662362,11.148814036846597,19.653192322552908,90.07944488052554,41.4837072554226,26.13617621440202,21.507680266408816,11.92081006299052,26.012147314182418,30.958323261113904,,39.66343583498933
1981:Q3,17.027700476139493,27.89800447061518,45.544618173127304,64.03001675415103,79.0340147156733,23.919306208884418,8.790377645276902,22.704974064459936,26.43912138891932,14.06313148405826,12.05431662338835,20.694184774382524,92.23073037808956,42.53230667062247,25.124826658974182,21.965760039168618,12.851832593811652,26.00259526863148,31.476516691540773,,40.510096602768805
1981:Q4,16.921116734686578,28.18317188622371,44.403462052407754,65.51132585718942,79.99670576855823,24.31249003033361,8.938006671328628,23.44271208016696,26.859646473454884,13.933994266345412,11.59672193159156,21.519257508238933,94.25865318561488,43.209740304435094,24.006404622857417,22.357397233607806,13.949019221581796,26.026434761584635,31.651727730494255,,40.96737771082236
1982:Q1,17.686811551147194,27.210707435697937,43.8152402334281,66.6335391239617,80.77668879210809,23.9422493131606,9.076531115234614,24.733352794591084,27.08664928359801,13.74699510329455,12.022995055377576,22.3339429346946,96.21129231644264,40.964814108442255,23.110211417891815,22.9517410889065,15.12282583372755,26.23147859182774,32.00959028931386,,41.38840807463635
1982:Q2,17.43445517162078,26.987927362682665,42.55508554534352,65.98590831886159,81.32401915781851,24.014154795513722,9.232430446980706,25.84055870186516,27.438654829028625,14.230539916254209,12.513491366924626,23.022362826727786,97.94036478076144,41.84079870795983,22.681028738994616,23.593956275177277,16.313262694236982,26.28013658155489,32.280480720284224,,41.83625663874382
1982:Q3,17.795147840002315,27.593470427357673,40.938171098518175,66.2456840769795,81.70034837764167,23.814612916303172,9.385643358004568,26.6587170257957,27.79175017434964,14.381219617073043,11.973882707435012,23.666554066557776,99.47552146089143,43.17104136792366,22.989668073701626,24.085859346041648,16.720201938189927,26.297555787878157,31.98555271493162,,42.026170848798145
1982:Q4,17.783576305348266,27.33072391206871,39.07160007447767,67.82287995374892,81.89998301438249,24.353219029443157,9.547630192071,28.09383407069462,28.138460002926585,14.756879570340924,12.349706572815307,24.0941023358768,100.88317614077904,45.014317421160044,22.819238222369716,24.316066800755042,17.144106690213263,26.31604346756341,32.584654282232144,,42.55690037053717
1983:Q1,17.745986255800826,27.068221470794093,39.22649680504899,67.14924679880586,81.77143117598146,26.166099643379784,9.706995804792589,29.828185228518187,28.55279100304884,15.36688224220202,12.312256071780334,23.618907611445238,102.14935235514969,50.06029088062553,22.901320852523394,25.09842556602165,17.36541121474316,26.12625533670625,33.0573597778865,,43.14184968228982
1983:Q2,18.046598020125664,26.954543822932997,39.11203426484826,68.47367295054988,81.61040055614518,29.3470304316655,9.887864363280542,31.029332672545998,28.88354731629126,15.766399236064704,12.75792538264476,24.019343608454925,103.24952697854901,52.01002237994287,23.4826918923557,25.406127993311824,17.625264164539896,26.18835410125849,33.30428676010302,,43.563331258820995
1983:Q3,18.61789266999136,26.638117901000008,39.49684238654024,70.44620548083809,81.34912614994265,30.177698864638995,10.082061805525056,32.49365223701231,29.186335632638905,16.20153779626689,13.545164689024995,24.42137084515513,104.16985482606505,53.40531969485904,23.55429517542237,25.494360004522886,18.09340800829045,26.30104498129284,33.60631418005667,,43.96538111929425
1983:Q4,18.801481300900047,26.646777841662658,39.91229779800589,71.56753931927229,80.971099942614,31.075199394638013,10.300239618140596,33.96690555578617,29.475466529193298,16.50622504244432,14.017267221689664,24.716456942153464,105.06981210803745,54.24326777813482,23.292958105223715,25.468489952535766,18.73141392235724,26.514744817222983,33.98278584825392,,44.33390339671321
1984:Q1,19.36400436180581,26.987211244915837,39.447531775463446,71.73849844325247,80.18716118045948,32.44681113320365,10.545540650647014,34.57320664076686,29.771602424692738,16.835033035964926,14.079586439083634,25.183608059139328,105.98394248069485,53.6886372786826,23.254691609297954,26.574127948200527,19.364015549727085,26.933813190593334,34.353237287854554,,44.61276935361586
1984:Q2,20.0889065863578,27.237182921581482,39.48422769893362,73.69459894045052,79.63823503018182,33.06296924714535,10.788214622092116,35.28160433921443,30.037896267637464,17.223446747029858,13.764332432306297,25.55169315976176,106.76442563984048,53.99634521706913,22.966656472598643,27.98333337586158,19.963184937390025,27.192108353434698,34.71664073974615,,44.94515594252865
1984:Q3,20.63916838192625,27.189179983038468,39.14279469095787,73.8288509749506,79.12408307423978,33.80477330954883,11.05044970418162,36.16672508963733,30.288327746138407,17.661172957954594,13.570955801271456,25.904747782157592,107.5344933876357,54.18562522462828,23.135481750337583,29.739091887767614,20.547219458673435,27.434571387765946,35.09822252596189,,45.26084021578785
1984:Q4,21.737832018372284,27.254931865101184,38.1347790621767,74.0290767655443,78.61304807808666,35.42551136245838,11.343936725333085,36.29109588987548,30.530129897504356,18.065553275570913,13.48528648532492,26.167141190793092,108.20328094450171,54.14404251595836,23.234149518620136,31.47907791015591,21.161060172155356,27.74159420512484,35.54926585805931,,45.568801518607806
1985:Q1,21.550882532953395,27.231411746568398,38.10157608580577,76.20847321443762,77.83406942628166,36.344926391154566,11.565952361182891,36.6914335018728,30.73050047387365,18.30181929051914,13.722332820077547,26.312900685143823,109.00633272091049,54.3388033131841,23.08558332739946,32.38787502340152,21.862597723597073,27.876984095801234,35.90459983776818,,45.82842422430674
1985:Q2,22.620719723856414,27.364968930666105,38.50005292337407,76.01347335538105,77.4130629205106,38.05860133080789,11.908600662779085,37.93633109311107,30.99214681246617,18.823328543805147,13.821899934916507,26.70831644543142,109.54414083073955,54.148904010396386,23.23112092789595,33.26096248219893,22.69005464388401,28.18425427913797,36.37572157730126,,46.198921034678534
1985:Q3,22.893564885446427,27.89070846099302,38.75991281043122,77.12753087213447,77.15458869911127,41.06466045855952,12.344581570346149,38.24469471573155,31.285726319164755,18.992050731374068,13.981929490208973,27.11289617928482,110.07776544611349,53.96449920718734,22.989264996560944,35.424569017723904,23.589795482403872,28.474521407364964,37.005815617464805,,46.62853590561793
1985:Q4,23.285756279287533,28.125764646902677,40.090071546814215,78.26320904035965,77.01908185420407,42.18730505180628,12.841427591158004,38.78200620196096,31.6045780783328,19.742665891413967,14.013072253657677,27.43092519800672,110.58183460196649,53.618132120656306,23.44522198904473,38.6491481464937,24.37257144151859,28.93711588731236,37.553225720891106,,47.111537789601506
1986:Q1,23.86416964713052,28.21917562898684,40.76117797416116,80.75523652435247,77.54783444289178,44.08475800370296,13.403835873365647,39.893926262657615,31.940370951812984,20.443841022880754,14.060945191324022,27.771493717140114,111.37773838025507,52.44552395967881,23.90083181831175,42.20637871775171,24.800127961891846,28.940093451483694,38.166437862787426,,47.68011268922791
1986:Q2,24.153508666451167,28.546465096136785,41.192978444662906,80.14039909865537,77.44582053515694,44.40323035072935,13.961558530427968,39.83900483677056,32.338313338163985,21.225902420168158,14.565654171251227,28.267803364159352,111.92801708279225,51.718973861009864,23.971061194132314,45.11306300065113,25.164392371352882,29.489822179012005,38.88479424358354,,48.18215334240373
1986:Q3,24.383134011703707,29.339579249951488,41.89686206153539,81.77868643578758,77.31584235184081,43.39155074021216,14.668103781949277,40.54544195718293,32.80503540220152,21.884209510071283,14.338733466096372,28.887846388982247,112.4908416290992,51.36555111562044,24.523353335854146,47.32790150451318,25.736163526209634,30.20793266579186,39.491009556629876,,48.69124885513689
1986:Q4,24.61726189329609,29.86589164645119,43.003215010402755,83.29643092107699,77.1120832678669,44.15128062312397,15.405832556286907,41.303461363968474,33.325424060532036,22.60478416247686,14.154078272519238,29.292720227300023,113.62752510081968,51.07952297258291,24.75760151101474,48.555083642158664,26.31013428512145,31.208610563731675,40.24395221837597,,49.336559884581426
1987:Q1,24.845805697871025,30.388297835753516,44.08760458422303,83.64434793461912,76.27481635661184,40.88926397807214,16.074962690857816,42.28543133969583,33.827382363195305,23.655332729081433,14.03348727087332,28.601379435936966,115.3871039438956,50.91105062136145,25.195564150518823,47.05164281255508,27.711047445526738,32.297381134289466,40.96200921300185,,49.91097835072326
1987:Q2,25.13533164681848,30.460932522803343,45.60077983159843,86.688410396649,76.17258444366142,40.94753543263336,17.048441469192785,41.99958003106451,34.484839276368696,24.57380259401367,13.694077026735357,29.307461069588506,117.89247722357636,50.5457950582721,25.35298400948817,50.89160652776689,29.143746751107898,33.136555768632945,41.52706590161298,,50.7346277231005
1987:Q3,25.697949944427215,30.82900632992045,46.95474044348555,88.30434816833763,76.2990469599356,40.74606480008157,18.058969783946285,43.927149676877725,35.25506438252287,25.40836552681962,14.234754747614073,30.369156871268228,122.59835324791301,51.55677308044054,25.42030226785608,50.07733430942105,30.572744512855532,34.06987935380856,41.97148288347616,,51.84587128504479
1987:Q4,26.80267893731023,31.19585172828368,48.228156908258775,89.28865462768181,76.60922976403845,40.39297666196334,19.273212303190743,45.801779595496434,36.11862281386791,26.99134388971441,14.601451324964824,31.08960957533604,124.94343524179614,54.374780047150445,25.774432640067104,50.69515227100549,32.04108985615888,35.75443141401229,42.39267304222789,,52.79915276715928
1988:Q1,27.926744152406354,31.768980193832615,48.738013394841126,93.5060965503597,77.47677197638038,40.77403315297862,20.40972171932979,47.00291512284313,37.11649290030842,28.609154405829997,14.947301372252031,31.333015111733946,125.92893733640187,56.876586868725,25.89569825599601,51.66070782941127,32.80678859601602,37.21959953946293,42.98947473583317,,53.66823822442693
1988:Q2,29.50798774561545,32.88262439692314,49.54623048293582,97.42602984983262,78.01507290964052,40.69189067171357,21.515110120506467,50.26897698468825,38.116447600740685,30.199441051546973,14.933435760470099,29.879403029008063,126.99419131202426,59.270885828937224,26.420431852863054,51.40207910866006,33.85072442706389,38.85885456485256,43.79379522528787,,54.5395741609867
1988:Q3,32.521759214737244,33.44465694947207,51.392418640939766,100.39932216059687,78.65554326400081,41.53894374045192,22.465221418813407,53.00684425366737,39.19519847170737,33.654830825473965,15.983970644010231,30.7647852327828,128.0524272443631,61.65919938385831,26.910761465396117,51.66523360477257,34.07771793237879,41.05498526721083,44.19568217672717,,55.56593559191645
1988:Q4,35.575602791132354,33.768495618571365,52.92927095504727,108.66670789915379,79.35408200965232,41.87638514820885,23.67171886972493,58.71329793143406,40.33569301586843,35.87268130517249,15.752559816685997,32.91975913654776,129.69006658269024,62.05456864713545,27.19174808759564,51.45029108229093,34.335851668568864,42.64386299499907,44.77213104541824,,56.69799491149112
1989:Q1,38.480227234910224,35.48863447007704,54.62923836088947,109.2102298353922,79.97871060471131,41.38754875476883,25.179592131794838,61.106042985370664,41.69406812164491,37.22483029672856,15.708687615654302,37.713651801785545,132.17817867146312,64.6717703517684,27.64376973714326,50.38248723276117,35.03028302147999,44.78667772614653,45.23690800752403,,58.00770542559902
1989:Q2,39.19706115203871,36.683038697896556,57.43380786313005,112.50688831233994,80.84386865647274,41.406224760904955,26.548982601357558,65.14973365517704,42.83061839181075,38.4702847972636,16.338071266049536,40.6511507416851,134.6090516271931,68.68075321071905,28.08142911155915,49.05643486560206,35.48633874579162,46.92588834309904,45.827120357663354,,59.32764676817321
1989:Q3,39.41274331361331,37.44854762381072,57.55237492482711,113.44032251006573,81.87358799603913,40.76356952909303,27.887987248660863,67.53572825718939,43.91905326663823,39.05443923876334,16.67449599392417,41.7217207908,137.380244330585,69.47747427370709,28.760585992521502,46.983631386951934,36.1633693155094,48.53126315301308,46.714988820563946,,60.412568504942655
