column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,column_x,aggregate
1975:Q1,7.601999677967391,15.351191987887603,16.898310793884587,48.824314793296224,54.09725906488767,15.729598696173372,3.7391574985213234,13.95165065496297,11.0691604917094,6.052668131612509,3.4242289043349223,8.17497103128621,59.04185742315243,8.697899348023103,7.490176422655857,15.169798623145685,13.360979898675517,7.430772349483073,14.6507255095694,17.2588539335576,3.230061448380144,0.00006890466962218869,,22.50456772852803
1975:Q2,7.76537374760806,16.039004709343914,17.126043492243703,48.18753223651101,54.69826127069818,16.28727977818595,3.7799384822890914,14.077199817212353,11.504271683738251,6.1353792580581334,3.6483345344730815,8.047508690614137,59.20536298234144,9.242993459643598,8.190536995270831,15.627391719129468,13.467875636576508,7.430772349483073,15.0335761842331,17.665997718839783,3.281536531222855,0.0000721863719566483,,22.815255611059918
1975:Q3,8.038514770288554,16.4085733698376,17.809306628989578,47.71273093895307,55.35891155746381,17.04383787880708,3.8369882638580384,14.187055334180567,11.943484132689651,6.2682141482252565,3.8686174672954485,7.954808806488992,59.401569653368256,9.818132128597506,8.869420959326927,16.68987271485282,13.698487168177717,7.532130549361443,15.4891645344154,17.683322986298602,3.294405301933533,0.000075764826034959,,23.01155259424589
1975:Q4,8.311655792969049,17.35061654716101,18.036225404017177,47.124278450640546,56.07920992518457,17.083561693159503,3.9145596224393397,14.728486096381038,12.39491662602775,6.372144660645845,4.085077702802024,7.8968713789107765,59.63047743623287,10.423315354884828,9.526828314824137,18.12452120676806,14.143721833873759,7.700790593959051,16.2146625255315,17.989402711404356,3.3716179261976,0.0000796680905644415,,23.33578122790619
1976:Q1,8.584796815649542,19.213721547362255,18.259344548706654,46.43784016133238,56.85915637386055,17.601261013973208,4.0117187780895405,14.956043952958051,12.856617337839316,6.5822683202072545,4.297715240992806,7.87369640787949,59.84303466317859,11.058543138505563,10.162759061762465,19.331228929586484,14.122098395386013,7.870261504155686,16.8066919284177,18.148217663110174,3.4359617797509894,0.00008392745657497185,,23.61404430095754
1976:Q2,8.857937838330036,19.666562615193264,18.815040400168517,46.099901814845815,57.69875090349156,17.800395979428206,4.145728526473531,14.846188435989838,13.3379395967277,6.72341384728482,4.506530081867828,7.885283893395133,60.23544800523222,11.723815479459708,10.77721320014191,21.07467210225174,14.747874709527029,8.021893371173729,17.3040697066008,18.922079609603973,3.5131744040150568,0.000088577844899239,,24.182454377747074
1976:Q3,9.065984505138077,20.441426590355494,18.809728183260276,45.783967404479576,58.59799351407779,18.15894209598578,4.305464177345065,15.214989100097409,13.829821221757587,6.8012350136659405,4.711522225427027,7.931633835457705,60.791366906474735,12.419132377747271,11.370190729962474,22.853296124976957,15.103746959665944,8.106223393472533,17.8795486868369,19.236821968439138,3.5131744040150568,0.00009365825789673034,,24.570770752539154
1976:Q4,9.274031171946117,21.455296309791013,18.69364252534625,46.00314387556655,59.55688420561916,18.915500196606914,4.484773090852579,15.3954660208309,14.344187433711781,6.952173994069253,4.912691671670463,8.012746234067208,61.37998691955518,13.144493833368246,11.941691651224158,24.59782195935859,15.703727133474702,8.238394486113927,18.7620108049825,19.511138703203727,3.5131744040150568,0.00009921229327848732,,24.969020291811173
1977:Q1,9.482077838754156,22.633847209185106,18.576805953431386,45.94416000520183,60.570935243260315,18.9952057721582,4.669903585952196,15.353093178571733,14.909379214644643,7.051610415483625,5.037048793724744,8.13441483198146,62.05035971223026,13.728216661560271,12.57469376972264,27.32110664988786,16.01439004201285,8.424893573890127,19.6078407379589,20.048221994427042,3.5131744040150568,0.0001069788621625965,,25.49603134095306
1977:Q2,9.690124505562196,23.404455219244937,18.73757677954,46.24797574084303,61.65091719065413,20.18975761804175,4.905586976466524,15.670104813251431,15.427585458517944,7.121849726017383,5.2597686960859305,8.273464658169177,62.73708306082411,14.582340505753015,13.070050351548286,30.699409201933666,16.227132521292425,8.61139266166633,20.1665012803257,20.983786437203126,3.564649486857768,0.000113010151088006,,26.227732532898038
