column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,column_x,aggregate
1975:Q1,13.917253537083672,22.8970211345994,19.623834971138628,39.32613858309669,31.321034895884484,19.506252659389347,6.747929749466551,13.295535368024211,16.811136784945155,9.301602718840964,7.922455949292794,6.1230434963066385,36.585059868219396,2.339711995890906,11.877091198555618,31.445210990104567,11.370893469566784,10.676813274004797,13.701390241139109,18.320762748946198,3.3659633051353794,0.000007449779314982372,,19.30629389049856
1975:Q2,14.24918850693466,23.58784267197648,20.201071115446773,39.290852150016235,32.08545325673493,20.35494878705369,6.957760733409109,13.641196815274137,17.25915525564637,9.505276731410003,8.152243258539453,6.470401832475285,37.724317711664845,2.5480829622807226,12.030187359508679,32.70613721594457,11.87109030064627,11.032665430039051,14.16448868434437,19.31463934996211,3.5290415629841023,0.000007697655599803382,,20.061230381543698
1975:Q3,14.624382927845348,24.346926828736304,21.051272382856233,39.29453430602197,32.687059134594804,21.178488281602256,7.207982808255004,14.110624244924452,17.711645885419646,9.99914878684847,8.412764913226182,6.825936270915937,38.88688916671436,2.7536437976773063,12.476652821658964,33.87638928755429,12.356437569249852,11.383934556718364,14.627322337335366,19.280217818362694,3.733910338888855,0.000007963219207622292,,20.41579455175774
1975:Q4,15.018069460391926,25.173692189252076,21.51607056446282,39.337339060643004,33.13762763558834,21.976552106908457,7.4981872907548235,14.467557132178179,18.186903551446786,10.249182115181474,8.703674291270396,7.189817601435444,40.055730942075996,2.956375593846322,13.17145309606667,34.964585334567644,12.836646838522803,11.730397167045037,15.089891331304605,19.656173126043786,3.8617336007896985,0.000008247723285309259,,20.90050272347651
1976:Q1,15.437997591974806,26.546360735993265,22.06971369243307,39.419371189374836,33.4352866185634,22.748842188469496,7.827948327456055,14.830010789009604,18.72053566509185,10.724399749617344,9.024651934366346,7.561606904886458,41.211505469287076,3.155960347333892,13.983544839164367,35.959772895678064,13.301719474250675,12.073828941918991,15.557333622200142,20.012258821730935,3.8734226020559284,0.00000855253390345306,,21.38944028192848
1976:Q2,15.94057705056307,27.31378267905926,22.969439032596622,39.54068573306044,33.80698863129773,23.495081781121073,8.196823528228139,15.175257182305167,19.258298664708235,10.833701840280897,9.375404565574927,7.941009807144929,42.332540974637155,3.35392836874215,14.717759089173079,36.88321873465117,13.762100344390651,12.41006429899357,16.019525457222,20.194206598632352,3.9379771388279297,0.000008879140735321753,,21.795346885743708
1976:Q3,16.74130059034244,27.955899175062026,22.658173309623848,39.70128765327938,34.252528705089034,24.21501579275902,8.604354611120419,15.471153999848479,19.79881747054894,11.510451839639165,9.755664177662464,8.327926483424173,43.39627704726905,3.550125354659741,15.248343446941067,37.72813244727045,14.212299753225336,12.740046641268748,16.467856574012202,20.551819750755723,4.027158325441742,0.000009229168876900805,,22.268637627685287
1976:Q4,17.183156475448243,28.473376215178337,23.665553262775507,39.90113164628689,34.74232787595183,24.908411063294274,9.050068057098546,15.828899496748576,20.367534617630017,11.73939910526573,10.165187187850522,8.722255148175677,44.3847615145932,3.7446767109854484,15.499990066177824,38.49561870778785,14.650915864275307,13.067044092489196,16.923557701785285,20.907558418603244,4.16683952682347,0.000009604391936772091,,22.749763683918694
1977:Q1,17.513217276642578,28.51586978554159,23.87905726866876,40.15902478502105,35.27681801585,25.518164499827623,9.590428221910829,16.023627433952065,20.895755818906434,11.87555105023411,10.668631291663065,9.14472661566265,45.29713215893364,3.8385814874817115,15.617091536430681,39.00500765879803,15.077756685783273,13.285937442118389,17.337656598468417,21.186440316421187,4.39501033605525,0.000009991123207747063,,23.145802763449193
1977:Q2,17.794809308652695,28.929100963095973,24.689822695738528,40.429484087736604,35.79859557844925,26.18060993350304,10.08788825738998,16.368375235935137,21.539774346575985,12.168343081464778,11.109991699753564,9.544782757526441,46.2347706053386,4.06954502737803,15.774465808406243,39.69552833181359,15.492864106130995,13.639828421677088,17.790356657067406,21.714927068441614,4.474856006477382,0.000010428567044489039,,23.6923966144679
1977:Q3,18.00689742025228,29.361905712306093,24.930534922555516,40.7311092709955,36.30859022390121,26.838755521376356,10.600204231110489,16.83133918854329,22.23198633281686,12.667938956897478,11.554341415780023,9.942870945552562,47.186096397627615,4.336984723244238,16.031165189142,40.37606256885191,15.994661883223829,14.025488292968927,18.26370439159836,22.27123011405379,4.503084769613235,0.00001090491746115956,,24.247381838916535
1977:Q4,18.53349776814737,29.81431325846817,25.748805477539616,41.06359038104746,36.79642424269015,27.49246484493341,11.127613031072519,17.36108439328455,22.975666195740047,13.408820600915307,12.00169803531654,10.338539877610083,48.10874664499056,4.6400680048793115,16.336638020014178,41.05103097164122,16.344344012453593,14.441462059493416,18.746026229268466,22.92323847508803,4.575753872291795,0.00001142372341230769,,24.88427125840408
1978:Q1,19.10369965467044,30.323203956686356,26.858978853875353,41.44491626087893,37.263017949913724,28.15764683090672,11.762950863047214,17.898707457263612,23.972023533314022,13.705210211224308,12.43828432133547,10.604152579919853,48.94988949491042,5.075927958660191,16.733391825134266,41.782271998807,16.634209079525846,14.822332449919145,19.319942577299415,23.369403201406328,4.646359493413502,0.00001206281549823927,,25.4283303807044
