column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,israel,column_y,aggregate
1975:Q1,14.1179260331375,22.5570030061818,19.221759372297,38.170060868327,31.2364807355542,19.3028638836317,6.95087372077222,13.1595125426569,16.9923516292566,9.39502300066954,7.65262811915209,6.35724206311423,36.6136917262978,2.26787310308927,11.6768970799707,31.1977656061703,10.7785817914606,10.7042995120384,13.663044714388,18.3226142869443,3.48248464571117,0.0000079354985538675,0.00272789360533608,,19.201747692736447
1975:Q2,14.3580384589327,23.8461960221521,19.7871684423948,38.1356022695436,31.9988354751719,20.1427107838504,7.16701537106214,13.5284617647482,17.4698824655616,9.5724793016306,7.87458919226128,6.71788641048768,37.6087724572465,2.47326445395901,11.8276414871025,32.4487774192195,11.3207872188572,11.0610677688618,14.1248471027091,19.3165913313925,3.74054543335643,0.00000818836153990044,0.00301038163967977,,19.941254180296056
1975:Q3,14.7368526628391,25.0071947243518,20.6199498145982,38.1390074820093,32.5988172598299,20.9576633554,7.42476287421908,13.8879351002417,18.1235889666169,10.057527074608,8.12623784175382,7.08701958556702,38.7754742737722,2.6756918170317,12.2663603346202,33.6098233849141,11.8478541888102,11.4132411978438,14.5863854418736,19.2821663210747,3.78192908916782,0.00000846181707657339,0.00325820295954883,,20.307427888613972
1975:Q4,15.1812248059772,26.0406646817142,21.0752246764818,38.180426259159,33.0481694076154,21.7474058886959,7.72369525584587,14.2465865773635,18.7795296362101,10.3654756202216,8.40723925101314,7.46481891065036,40.043893960449,2.87514150150095,12.9488784801195,34.6894538775466,12.3690735483245,11.7605957366451,15.0476598627068,19.6581596236553,3.99942453097685,0.00000875737962064443,0.00345604140468772,,20.82063913770511
1976:Q1,15.5087874991417,26.9471357443219,21.6175241403557,38.2599605166041,33.3450248314024,22.5116434172135,8.06337385494842,14.6001669613434,19.0406574809197,10.8988217201081,8.71728484203906,7.85082867849546,41.4087404889246,3.07130877997827,13.7467856876359,35.6768026786465,12.874838056341,12.1049116374535,15.5137939417673,20.0142813061736,3.96563840608084,0.00000907671576295579,0.00359937272508228,,21.313113739719714
1976:Q2,15.9268992528128,27.7261435894512,22.4988148682609,38.3776638454732,33.7157233986349,23.2501020813689,8.44334297651403,14.9486905818007,19.4945379718583,11.0075193295008,9.05609132649707,8.24474325554526,42.5667128293865,3.26568801681556,14.4683973292965,36.5929692606554,13.3752384796932,12.4420125941057,15.9746922591926,20.1962474711316,3.98872060300569,0.00000942165965646236,0.00372552489712015,,21.71455238911678
1976:Q3,17.0951478649625,28.3779542294684,22.1939267171793,38.5335411773354,34.1600606939434,23.962529448865,8.86313055576346,15.2969700111581,20.1595645388553,11.675352486736,9.42339982510712,8.64645899884293,43.5901918173055,3.45813529563402,14.9908677342728,37.4312167021023,13.8598856586806,12.772844438285,16.4217686498178,20.5538967644544,3.96757802978947,0.00000979423026806774,0.00388148457632259,,22.195291968435132
1976:Q4,17.4007643692739,28.9032437101345,23.1806663202879,38.7275486031786,34.6485376046139,24.6486947907383,9.32224883257854,15.6355244635019,20.7217805340825,11.9449475761739,9.81897505118139,9.05587022967316,44.5781688417555,3.64877834701381,15.240107658763,38.1926410306536,14.3396324683357,13.100683707148,16.8761944252742,20.9096713840617,4.15037295194732,0.0000101966506783574,0.00411333423345257,,22.673852547100353
1977:Q1,17.6697740867316,28.9463788132933,23.3897957971344,38.9781261621437,35.1815848367303,25.2520904194889,9.87886032807353,15.8534126202673,21.1094224682985,12.1434432099479,10.3052725490679,9.49450068937736,45.3928067136975,3.74063640970678,15.3571542272701,38.6979583400412,14.8146500686512,13.3201405727401,17.2891344001224,21.1885814663192,4.70698310968844,0.000010636913385506,0.00445725910814984,,23.055755309646262
1977:Q2,17.983936727252,29.3658486135453,24.1839493367141,39.2406818935046,35.7019538103787,25.9076286338171,10.3912814729468,16.2324803173357,21.7185254430522,12.4339356549635,10.7316008355553,9.90985846597943,46.1927068947886,3.96658319046572,15.513599966068,39.3830273436978,15.2718988498986,13.6749426042627,17.7405675053756,21.7171216284141,4.56689648239346,0.0000111045588067309,0.00490788623398766,,23.579241847687143
1977:Q3,18.0101620394945,29.8051874910563,24.4197295821006,39.5334545209374,36.2105716760032,26.5589118361915,10.9190053483691,16.6618434776813,22.4012534989614,12.8916808900478,11.1608166183082,10.3231730170315,47.059486685811,4.228087143429,15.7664791502492,40.0581978353782,15.7106732860388,14.0615953129069,18.2125905007453,22.2734808952787,4.56207716043678,0.0000116075650225126,0.00545243540896729,,24.1135555538151
1977:Q4,18.6385481267893,30.2644251123418,25.2212344801509,39.8561432408882,36.6970887397178,27.2058050305134,11.4622759667465,17.1310936338139,23.1600513266236,13.6512587149748,11.59293689362,10.7339757786746,48.0977282517456,4.52433667424895,16.0660627575443,40.7278555278187,16.1432584837279,14.4786399564496,18.6935624837946,22.9255551497625,4.62134668612992,0.000012148850911265,0.00607773454302907,,24.76567017242178
1978:Q1,19.3789762392286,30.7809986216182,26.3086613409109,40.2261003797549,37.1624228321407,27.8640512635184,12.1167215825199,17.6538783245686,24.0590789652838,14.0420083838462,12.0146536579931,11.0097478264544,49.261058356352,4.95075299925429,16.4551823363248,41.4533521224679,16.6661944476232,14.8604908542555,19.2658726353528,23.3717649665039,4.91872668206404,0.0000127806756519183,0.00677779867078717,,25.353940639262987
1978:Q2,19.5438844522868,31.2610591002088,26.600273453153,40.600368481703,37.716625622715,28.4953888198548,12.6540168304439,18.2092103350941,24.8498471906677,14.7108798631492,12.4581690721178,11.4713128013433,49.9583241672135,5.27574047173903,16.856118549156,42.0828698738682,17.0306133870468,15.3703502210864,19.7386272890602,23.9856623713172,4.43987359803381,0.0000133902538514038,0.00759284546241047,,25.918922761733484
1978:Q3,20.4344471515224,31.743007112227,27.0550460930372,40.996444851282,38.3598688505276,29.11568075776,13.1688499354813,18.7998119796474,25.6700737680225,15.3566605885257,12.9094300330752,11.9851838050995,50.7567894003237,5.59624865174329,17.1331051813892,42.6780379231297,17.332724439132,15.9465234069234,20.194775412626498,24.4706778521604,4.93971158489496,0.0000140252398483541,0.00856404414115153,,26.48567686260992
1978:Q4,20.7331274010996,32.2278417886645,27.9173635849085,41.413998826004,39.0991687823935,29.7248674628535,13.661031785993,19.4370955639492,26.4559143907067,15.8327233170017,13.3680414724311,12.5504149388602,51.4540728314924,5.91297847946327,17.4324038523111,43.2437406236515,17.5862423889432,16.5919581966289,20.621081853009,25.0132445872786,5.00431841287909,0.0000146865002426759,0.00973416263285556,,27.056390026878567
1979:Q1,21.4493254200124,32.4614483589645,28.4473508902473,41.8200849572993,39.9354267679872,30.291786765802,14.0771690369807,20.1238761060764,27.0207836550876,16.5030825433635,13.8228630992348,13.1532552214894,52.1412471185184,6.26483030868539,17.7662416713734,44.4015912652997,17.4058423132277,17.4513959085508,20.7900001620441,25.6386578684556,5.47125813075942,0.0000153600421576455,0.0111499115364718,,27.67183709383483
1979:Q2,21.7413086442341,33.0480491103132,29.8172015488013,42.2925872096843,40.7000194286825,30.8910557588996,14.5449131309682,20.8366486620255,27.5059532730908,17.1107809044633,14.2988857828202,13.8309501015167,52.5546022728895,6.55801641002883,18.2372461782763,44.645858712012,17.6914185096188,18.1440901808079,21.2777446953692,26.0018515884753,5.38730872199386,0.0000160820618285505,0.0128517536099088,,28.14521582246731
1979:Q3,21.9967277674837,33.7308490025217,30.1587773507106,42.798367210693,41.3946045981162,31.4914749698356,15.0109558526924,21.577447693508,28.3205858913293,18.2731580296661,14.7863987506794,14.5714572306319,53.3818497550114,6.83220844127928,18.7910069232,44.6126841689885,18.070082780117,18.8166232622159,21.8393749440103,26.649210488381,5.3782678674564,0.0000168401590001223,0.014890571369742,,28.795862002505356
1979:Q4,22.4882172888442,34.5078702269774,31.2597256484018,43.3369045543999,42.0361123764015,32.0929707450412,15.4752086808204,22.3593339046776,29.039920319552,19.9508735688866,15.2858101903033,15.3764714593054,54.4505413200277,7.08784777317674,19.4240165622662,44.295476005147,18.5413999642667,19.4637817882983,22.4779865848343,27.2723784875007,6.30192409084783,0.0000176362422129238,0.01731358354072,,29.53274139875943
1980:Q1,23.2273455754051,35.7833735118279,32.0531084214716,43.8641695750082,43.1991166995674,32.6025472681371,15.8753587972748,23.3407981582454,30.1048613839195,20.0929844011135,15.552897553786,16.2670032194645,54.9274683418584,7.15487046078399,20.2061814569251,42.3934736085761,19.1965499229113,19.862504245672,23.4826961391471,28.0652330811449,7.3274462567198,0.0000181551230590115,0.0202620234275474,,30.2048348723124
1980:Q2,24.1612174541178,36.6030914862004,33.007233101036,44.4839369222798,43.2660284740036,33.2432034943908,16.3606572414741,24.1255123502768,30.8920205746011,20.8174095206042,16.1761679424048,17.1816058298491,57.287949054003,7.44342334138805,21.0391146794136,42.0634290131331,19.8151479529227,20.5813137448365,24.1342107831913,28.2229121344527,6.66739948473756,0.0000191504904847434,0.0242100792510794,,30.80416244744865
1980:Q3,24.5734119776216,37.3737483749236,33.7717567959784,45.1520482801568,43.5373853447223,33.9217301465447,16.8688247219336,24.8634045705356,31.8010394506142,21.5865769241466,16.9081537674648,18.1380370546194,57.9392662320869,7.78103149297859,21.8302652787688,41.992884234856,20.4886922630391,21.4006221779506,24.8085722904366,29.113399756432,6.51492916075059,0.0000203434817322946,0.029728799270471,,31.520018023843804
1980:Q4,25.3977558276755,38.0962819034175,34.869395387858,45.867819038819,44.0947452607133,34.6379393102984,17.3998190277027,25.5690904655033,32.7174431663159,22.2607615404892,17.7473823623962,19.1397888236964,58.2138699742814,8.16615718008049,22.4944119274224,42.1701013403493,21.2087167007007,22.3207494313966,25.419768522378,30.313013741731,7.1592906094947,0.0000217638247260018,0.0373734896454517,,32.37393040462003
1981:Q1,25.797523690976,38.7365208280002,36.6037500161606,46.784791897912,44.9323549373175,35.0920662393155,17.944781177957,25.9637871837971,33.8347422329213,22.9675602832052,19.3112975304833,20.3767590577903,59.596802602028,8.81248150561724,23.3160855799693,43.1971168885602,22.2025144442113,23.5585086955513,25.9849755912453,30.8731129705071,7.32957072236021,0.0000241095876885204,0.0475963259829315,,33.185203547276686
1981:Q2,26.7918652140034,39.3620480916463,37.6047745362112,47.5315727370851,45.5573336086207,36.0031835874518,18.5251166140806,26.7057020248871,35.3347114850597,23.1338506014544,20.1110117260096,21.3797463526992,61.2770414817722,9.20511037773837,24.1434578351296,43.6300618066529,22.941738376454,24.5556246924224,26.5413663162398,31.2785788085615,7.45208443181599,0.0000258699867582734,0.0605704562399788,,33.89395514094325
1981:Q3,27.3394736346048,39.9383642809686,38.3711495353448,48.2632396250632,45.9736763432132,37.0705381773804,19.1312124654423,27.5230628561518,36.5381093105833,23.5218696866547,20.7697349958942,22.3370418117579,61.4069689730986,9.55957681971467,25.2288736816107,44.0804326624906,23.656022480591,25.5325444566415,27.0701903528849,32.331662771781,7.51970102911004,0.0000276461891318995,0.0763511903124963,,34.637763376553714
1981:Q4,28.4070787509308,40.4698008329841,39.4898056261707,48.9799024563305,46.2336428499504,38.2934370975732,19.7626226041304,28.4154538699297,37.411531374816,24.4680803299396,21.2889915475699,23.2443709738485,62.7266039671859,9.87736363537939,26.6587448427653,44.5391521318362,24.3275993331635,26.4942613176123,27.5759686943996,32.7766117514348,8.14719744266361,0.0000294243770474948,0.0950032867269462,,35.308591965300046
1982:Q1,28.8671533009178,40.8144643065205,40.7816556819475,49.868879236588,46.3400186315634,40.6748736476021,20.5212480293486,29.5740369808703,38.9989939533826,24.8505998145368,21.3345096359299,23.928801250741,63.1536733361358,10.0461505393811,28.1396439677304,45.3180769266084,24.9142192616363,27.8701013232004,27.8719888299244,33.1327476577469,8.88690506705677,0.0000309615381273904,0.116581756639832,,35.82222150823481
1982:Q2,30.1537179838233,41.30301475743,41.1447228206148,50.4804788152538,46.4699143274157,41.8043155902813,21.1604536692209,30.5345110499084,40.2477516526849,25.5838613522502,21.7142786291664,24.8308827518708,63.7436824372772,10.3354369713276,29.4847428744442,45.6656783075033,25.5432898035521,28.6142859381579,28.4008896633686,33.5381325956279,8.36691902272208,0.0000327821401791776,0.1410477266177,,36.34383505426824
1982:Q3,30.2978260876922,41.7922100004364,41.8314280096427,51.0038495407705,46.6230975438337,42.6887725330366,21.7839867596602,31.4891308331732,40.9083476381695,25.6214212732444,22.0917740880765,25.7792657501612,64.8422063083569,10.6313017708564,30.773277276896,45.8955054698856,26.1732291311999,29.1630242795308,28.9709171162836,34.1487891368402,8.61800932351201,0.0000346706464494376,0.168369006762882,,36.930184831691
1982:Q4,31.1121715268305,42.2809983844115,41.1349734126511,51.4399686619548,46.7414594304704,43.3295224297335,22.3923556694854,32.4379283504593,41.0430436431963,26.2409866834359,22.4672639682337,26.7739104794305,65.6372130207416,10.9343574531831,31.7310876055235,46.0037364115373,26.7843010057641,29.5168380522067,29.5817161126475,34.577623069872,8.87560218734935,0.0000366266137773116,0.198506991929946,,37.36937047347967
1983:Q1,31.7996698440082,42.8029104486076,41.3990029794646,51.4969524097166,46.8253347139318,42.7895054630792,23.0421080751319,33.5226802451576,42.6543995574724,26.4860144036967,22.7552913516765,27.9785006982853,65.4840981138322,11.2235585181577,32.6906361148479,45.4516424134964,27.3382808111152,28.8314358333675,30.3483740599181,35.0821960946251,9.91830200825956,0.000037772530001516,0.233894620151759,,37.815007462607724
1983:Q2,31.1682563104157,43.2967686295576,41.6826918143582,51.8787116037784,47.0476488140284,43.3218901537202,23.599361954153,34.4134947867381,43.1642846793511,27.7483673481273,23.162120953784,28.9743588275828,66.8109261127341,11.5481647962691,33.3950654744827,45.5450276497154,27.9656416146481,29.173478915681,31.0193589329496,35.5647319617452,9.58554104650583,0.0000401808299005752,0.286761644218771,,38.40474785021208
1983:Q3,33.609398602442,43.7968646139497,44.6903938770628,52.2915762196269,47.4066617800888,43.9870192518218,24.1198667470884,35.2321052135452,43.8296218081358,27.6330379457667,23.601250537476,29.9236792764706,67.3838681020479,11.8868384590078,34.0642419298478,45.7417104043292,28.5968734012672,29.6933576294607,31.700685786697,36.4736014625115,9.84318293419552,0.0000430882643629566,0.371566351218848,,39.185127415948884
1983:Q4,33.5594093991971,44.3001052237389,44.2636829649504,52.7354539021707,47.9139982280158,44.7845541983939,24.6037080605065,35.9998821461153,44.6066160862791,28.0863724021062,24.0723653416769,30.8228926788347,67.4199943052142,12.2392003260578,34.4474185367362,46.0408001814896,29.2423135018041,30.3915682116276,32.3978863693574,37.4001806574163,10.2669064615321,0.0000465796718323979,0.502503969995559,,39.784445527234595
1984:Q1,34.2773783455199,44.7772527717027,44.1790448814006,53.2449969815282,48.5680601194071,46.4722902044534,24.898461115828,36.5202086141847,45.324920079483,28.8410159761509,24.7138636357151,31.6088140600568,68.710910577392,12.6759112399679,34.8909661909227,46.6439476518719,29.9795647538076,31.4729516085539,33.0043576259135,38.4183625117804,10.612107440767,0.0000501316063832807,0.707443278152136,,40.62976605883636
1984:Q2,34.9917820914034,45.302211954015,45.9791475344805,53.7368113669318,49.1346275304323,47.2300828603653,25.3706426628316,37.2364566615038,45.484080529318,28.8941867698845,25.1920565506301,32.4800678943296,69.0248440705521,13.0281120595646,35.2926645551292,47.0599685143499,30.6172512626258,32.424443946765,33.7289789204839,39.3368867209367,11.6112878652449,0.000055349254883961,1.06889433436053,,41.310818937610435
1984:Q3,34.9512698527282,45.8478457984562,46.6589835725548,54.2455856086229,49.6121092418983,47.8173212197433,25.8668963234198,37.9734478067341,46.4311810694877,30.0490924425291,25.6469871317866,33.378199410371,68.8907748637412,13.3691649351955,35.564270856319,47.4919204976864,31.2335748171807,33.460209022508,34.4910105867539,40.079293994281,11.7439032972659,0.0000619123191308116,1.68171523081926,,41.90738233027105
1984:Q4,35.7491909967935,46.4137786036771,47.3545196673181,54.7712821071387,50.0246737378247,48.2345226695854,26.3868299680143,38.7201468980782,46.5318191323579,31.1416531908402,26.0791720259982,34.3001531259319,71.6407604586894,13.698425433409,36.0096236102443,47.94453136788,31.8406260454267,34.6050163311991,35.3187624735868,40.5375557627173,11.4473939627708,0.0000701628804684887,2.63893430359317,,42.69720653637329
1985:Q1,36.6715887339661,46.9863896685514,47.9245974033298,55.3417704249661,50.3727454538495,47.6735590189092,26.7765403913123,39.5903002245229,47.5451197676002,31.518192731214,26.5187791468487,35.4124033542458,71.089603843692,13.833061190274,36.3432940890737,48.5582630517474,32.2750927360291,35.8485972563961,36.2752747065405,40.8346126193502,12.7879083572113,0.0000809554206309258,3.98591289514321,,43.04269048047094
1985:Q2,36.8862945519232,47.5956397689237,50.200245670002,55.8900128796667,50.7618170608823,48.0759545651163,27.4043947506347,40.334868986715,48.2295193498859,32.0745437506103,26.894997287195,36.2976965587617,71.4903665365512,14.2116418751819,36.8658235258628,48.9887503297559,32.9016609255468,37.1587925646078,37.1165878248945,41.8712716103956,12.4300476447151,0.000093982883402077,5.58072186812759,,43.83473048370008
1985:Q3,37.4687148798426,48.2270925586866,50.3454110210108,56.4440461108014,51.1916043479079,48.6319246428205,28.1151013441924,41.0445380136974,49.5138987904736,32.5880277412308,27.2378847566532,37.1221956932864,73.0363788998837,14.6483394269471,37.5406060636947,49.3822079526347,33.5680656744721,38.5539138352792,37.9443051608028,41.9530917300645,12.7902419712758,0.000110321250775882,7.23920548893726,,44.35394442993608
1985:Q4,38.6890623349374,48.8846526762206,50.8814110641467,57.0039325318411,51.654732752485,49.3409543850922,28.907416454516,41.719369962086,50.1960754388843,33.302893207497,27.5477808812513,37.8934838453935,73.9499521960633,15.1426165984387,38.1989115716921,49.7390333093791,34.2741282767441,40.0883495995272,38.751819972046,42.6022846088352,13.3468235141555,0.00013094145195664,8.78030638086127,,45.040911501201364
1986:Q1,39.3774694002353,49.8990720663273,51.4706223012952,57.5005359720289,52.1499784872319,50.9603413940464,30.0913033783287,42.1036101253983,50.5528990345689,33.9041817528284,27.6410967754646,38.3970771062075,73.9287941349356,15.8013585715249,38.9947491161241,50.1137225601894,35.1598458772663,41.4746494046328,39.672174023344,43.2285961963771,14.0182803423989,0.000162093796561183,10.0691663361277,,45.586872210665184
1986:Q2,39.632627162089,50.4650799901013,52.294937495412,58.1001584505372,52.6243141706348,51.6700965337393,30.9168290825323,42.8346792695182,51.0204676988907,35.5240328937957,27.9596595058078,39.1295229822191,74.1048181489129,16.3653159718282,39.7274602433875,50.3695869911596,35.888497026532,43.1886705574182,40.4200359872686,43.6300161535353,13.8417427221549,0.000194273675626923,11.1529360322057,,46.10486518176594
1986:Q3,40.0310261094519,50.9129574772958,52.3454953152339,58.733093410907,53.0777950147489,52.2293024471047,31.6995984549967,43.6567985967232,51.372436687883,35.1705373902754,28.3189390507845,39.87482556379,73.7464621778871,16.9422588171757,40.0364163220485,50.5563115122703,36.6005406165589,45.1202103063758,41.1230114669819,44.0377480471117,14.9177801001416,0.000232532437416206,12.1174661602838,,46.41835895814907
1986:Q4,40.8812026101942,51.2457524143214,52.7569673272911,59.3990846197105,53.5002826744205,52.63839321201,32.4411500582518,44.5440489747668,52.0108140055358,35.643637771684,28.7186653956894,40.6335501985986,73.6397602164815,17.5319670551256,40.2396807593518,50.6793757133435,37.2821963033883,47.1269889510491,41.7681180347843,44.2499408088076,15.2861814356493,0.000277955414521087,13.0480570430697,,46.757775733568735
1987:Q1,40.8423438424742,50.9654592363074,54.1311608144458,60.0820232527555,53.8905770287407,52.2022391952001,32.9937027646263,45.8400043346759,52.0008475621842,35.7381584563762,29.2950533808361,41.3600272908477,73.8109978310501,18.0754460998309,40.2416300189493,50.5437967756991,37.9172929991164,50.4120888693236,42.1612251821101,44.9344280851335,17.0119550244131,0.000315818740153101,14.0131172967381,,47.271697537769235
1987:Q2,41.8949357238475,51.2610972759672,54.0622692630553,60.8196424753331,54.361835801382,52.5912018041095,33.7174690299278,46.7505513033038,53.1409949220405,36.8695125944307,29.7197249099972,42.1766996834754,74.8210726270329,18.7160455881105,40.420635853207,50.6243653949087,38.5771101116003,52.2034994326904,42.7814200802808,44.7932427081248,16.861540607591,0.000384020039672903,14.9997053283206,,47.658804389326
1987:Q3,43.0439833660839,51.6336749547343,56.2774135650666,61.5959258141257,54.9137464776845,53.1086065983524,34.4611030306563,47.6208923397726,53.4589165678356,37.5470867622255,30.130430065534,43.0374189333107,75.3383474062595,19.3942164978363,40.5928154627648,50.7300746767128,39.2174858263851,53.9313220350267,43.4209660506115,45.9113783443051,16.7559340242629,0.000475632915966527,15.9858891260616,,48.522655820962385
1987:Q4,42.5478522642565,52.0821894460333,56.4593783495269,62.4106603503457,55.5351609211511,53.7541738591211,35.2239721175264,48.4373275025597,53.9666799455576,38.1535917949042,30.527650807602,43.9435522668924,75.7955652655053,20.1088634968222,41.1109726490206,50.8508022258345,39.8672095494058,55.3892990335683,44.072473443184,46.8183900499842,18.3342604964779,0.000600055929859851,16.9477517875236,,49.22275279154954
1988:Q1,44.4253374863252,52.5180576455498,56.5547236079543,63.2660109067333,56.2287466403897,54.8573930725075,35.9287835083999,48.5654818937096,54.6363948933579,39.3704720563507,30.6887895915357,44.8816993445369,77.509934468272,20.9786927267638,41.6094356303988,50.5595293378186,40.5154452612395,56.1996847887009,44.6864634686755,47.7395321877786,18.800084451386,0.000613185681761103,17.8808156087971,,50.16063521640902
1988:Q2,45.2890369768667,53.165576478403,58.5345280009075,64.1560622292402,56.9340968807954,55.6266517422638,36.7585796666248,49.5278552683154,55.6578244016967,40.5840717622776,31.1496886388687,45.8721795941575,78.5985355819056,21.7174866549177,42.4209529852552,50.9003442817587,41.1540351394485,57.4065498879572,45.4419417576792,48.6515653661881,19.2298090462888,0.000879677268384057,18.799132038952,,51.10914350250812
1988:Q3,45.6750669393823,53.9355915937938,60.659489317881,65.0829917765927,57.6501307587494,56.3920503847287,37.6368775691012,50.6900727284217,56.3862658682416,41.3718701380031,31.6873245158806,46.9058196036444,79.9262237163566,22.4446314022155,43.2988464193187,51.4345394654209,41.8017517165347,58.4017763248801,46.2322597237922,49.6037039275379,21.5874971060169,0.00140884870760649,19.7524637563837,,52.09002265139094
