,0,1,Ticker
0,Papel,ITUB3,ITUB3.SA
1,Cotação,"29,30",ITUB3.SA
2,Tipo,ON N1,ITUB3.SA
3,Data últ cot,24/07/2024,ITUB3.SA
4,Empresa,ITAUUNIBANCO ON N1,ITUB3.SA
5,Min 52 sem,"21,20",ITUB3.SA
6,Setor,Intermediários Financeiros,ITUB3.SA
7,Max 52 sem,"29,68",ITUB3.SA
8,Subsetor,Bancos,ITUB3.SA
9,Vol $ méd (2m),11.335.700,ITUB3.SA
10,Valor de mercado,287.261.000.000,ITUB3.SA
11,Últ balanço processado,31/03/2024,ITUB3.SA
12,Valor da firma,-,ITUB3.SA
13,Nro. Ações,9.804.140.000,ITUB3.SA
14,Dia," 0,21%",ITUB3.SA
15,P/L,"8,34",ITUB3.SA
16,LPA,"3,51",ITUB3.SA
17,Mês,"4,36%",ITUB3.SA
18,P/VP,"1,62",ITUB3.SA
19,VPA,"18,09",ITUB3.SA
20,30 dias,"4,33%",ITUB3.SA
21,P/EBIT, -,ITUB3.SA
22,Marg. Bruta, -,ITUB3.SA
23,12 meses,"25,64%",ITUB3.SA
24,PSR, -,ITUB3.SA
25,Marg. EBIT, -,ITUB3.SA
26,2024,"7,23%",ITUB3.SA
27,P/Ativos, -,ITUB3.SA
28,Marg. Líquida," 0,0%",ITUB3.SA
29,2023,"37,86%",ITUB3.SA
30,P/Cap. Giro, -,ITUB3.SA
31,EBIT / Ativo,"0,0%",ITUB3.SA
32,2022,"19,29%",ITUB3.SA
33,P/Ativ Circ Liq, -,ITUB3.SA
34,ROIC, -,ITUB3.SA
35,2021,"-13,08%",ITUB3.SA
36,Div. Yield,"8,0%",ITUB3.SA
37,ROE," 19,4%",ITUB3.SA
38,2020,"-8,94%",ITUB3.SA
39,EV / EBITDA, -,ITUB3.SA
40,Liquidez Corr, -,ITUB3.SA
41,2019,"8,80%",ITUB3.SA
42,EV / EBIT, -,ITUB3.SA
43,Div Br/ Patrim, -,ITUB3.SA
44,,,ITUB3.SA
45,Cres. Rec (5a)," 39,3%",ITUB3.SA
46,Giro Ativos, -,ITUB3.SA
47,Ativo,404.740.000.000,ITUB3.SA
48,Depósitos,84.829.000.000,ITUB3.SA
49,Cart. de Crédito,141.552.000.000,ITUB3.SA
50,Patrim. Líq,177.342.000.000,ITUB3.SA
51,Result Int Financ,2.423.000.000,ITUB3.SA
52,Rec Serviços,2.779.000.000,ITUB3.SA
53,Lucro Líquido,8.811.000.000,ITUB3.SA
